<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:1cb1e0870d428eda329916939639acea83867fd7db619081eb3e5565da499703
size 37025
=======
DATE,ARRIVAL
2016-01-01,18.0
2016-01-02,16.0
2016-01-03,17.0
2016-01-04,18.0
2016-01-05,16.5
2016-01-06,18.0
2016-01-07,16.0
2016-01-08,14.0
2016-01-09,13.005747108125249
2016-01-10,13.126666642026665
2016-01-11,15.0
2016-01-12,19.0
2016-01-13,17.0
2016-01-14,16.0
2016-01-15,40.95115187518459
2016-01-16,90.5
2016-01-17,142.1109308310125
2016-01-18,165.0
2016-01-19,150.0
2016-01-20,170.0
2016-01-21,5.0
2016-01-22,2.5
2016-01-23,16.5
2016-01-24,16.25
2016-01-25,16.0
2016-01-26,16.5
2016-01-27,17.0
2016-01-28,16.0
2016-01-29,175.0
2016-01-30,180.0
2016-01-31,182.28944412847605
2016-02-01,175.0
2016-02-02,1.9000000000000057
2016-02-03,16.0
2016-02-04,140.0
2016-02-05,16.5
2016-02-06,18.0
2016-02-07,18.736111086805558
2016-02-08,18.5
2016-02-09,17.0
2016-02-10,16.0
2016-02-11,15.0
2016-02-12,16.0
2016-02-13,16.901960778777394
2016-02-14,17.733333317333333
2016-02-15,18.0
2016-02-16,16.0
2016-02-17,19.0
2016-02-18,18.0
2016-02-19,17.5
2016-02-20,17.14285442145769
2016-02-21,16.854168750208352
2016-02-22,16.5
2016-02-23,16.02678533163812
2016-02-24,15.451614151892855
2016-02-25,15.0
2016-02-26,16.0
2016-02-27,17.0
2016-02-28,17.499999975
2016-02-29,17.5
2016-03-01,17.0
2016-03-02,16.0
2016-03-03,19.0
2016-03-04,16.0
2016-03-05,17.0
2016-03-06,17.199999979
2016-03-07,16.0
2016-03-08,12.0
2016-03-09,18.0
2016-03-10,16.0
2016-03-11,15.0
2016-03-12,52.38282717671655
2016-03-13,128.05518010408366
2016-03-14,160.0
2016-03-15,13.0
2016-03-16,1.75
2016-03-17,12.5
2016-03-18,11.0
2016-03-19,19.0
2016-03-20,18.363636351859505
2016-03-21,16.0
2016-03-22,13.0
2016-03-23,11.897435873767257
2016-03-24,11.79279278110543
2016-03-25,12.0
2016-03-26,12.5
2016-03-27,12.25
2016-03-28,12.0
2016-03-29,13.0
2016-03-30,12.5
2016-03-31,13.0
2016-04-01,12.5
2016-04-02,7.5
2016-04-03,5.636904738052721
2016-04-04,6.0
2016-04-05,8.0
2016-04-06,30.0
2016-04-07,34.0
2016-04-08,30.5
2016-04-09,27.0
2016-04-10,27.5
2016-04-11,28.0
2016-04-12,26.0
2016-04-13,21.0
2016-04-14,20.0
2016-04-15,18.0
2016-04-16,24.0
2016-04-17,21.5
2016-04-18,19.0
2016-04-19,21.0
2016-04-20,25.0
2016-04-21,19.0
2016-04-22,18.0
2016-04-23,17.0
2016-04-24,16.5
2016-04-25,16.0
2016-04-26,15.0
2016-04-27,14.0
2016-04-28,16.0
2016-04-29,17.0
2016-04-30,18.0
2016-05-01,18.285714262755103
2016-05-02,17.5
2016-05-03,15.0
2016-05-04,11.5
2016-05-05,14.0
2016-05-06,13.0
2016-05-07,15.0
2016-05-08,14.5
2016-05-09,14.0
2016-05-10,13.5
2016-05-11,14.0
2016-05-12,15.0
2016-05-13,16.0
2016-05-14,17.0
2016-05-15,17.0
2016-05-16,17.0
2016-05-17,25.0
2016-05-18,27.0
2016-05-19,24.0
2016-05-20,16.0
2016-05-21,12.0
2016-05-22,10.429906536350337
2016-05-23,17.0
2016-05-24,120.0
2016-05-25,19.0
2016-05-26,20.0
2016-05-27,21.5
2016-05-28,24.0
2016-05-29,22.67499998725
2016-05-30,20.5
2016-05-31,18.0
2016-06-01,17.0
2016-06-02,13.5
2016-06-03,30.0
2016-06-04,10.0
2016-06-05,11.965517228269917
2016-06-06,19.0
2016-06-07,28.0
2016-06-08,22.0
2016-06-09,20.0
2016-06-10,18.0
2016-06-11,16.81249791664352
2016-06-12,16.214288435408704
2016-06-13,15.0
2016-06-14,12.5
2016-06-15,6.5
2016-06-16,6.0
2016-06-17,4.5
2016-06-18,25.0
2016-06-19,28.63207546315415
2016-06-20,30.0
2016-06-21,30.645161265348595
2016-06-22,30.0
2016-06-23,28.0
2016-06-24,26.0
2016-06-25,27.0
2016-06-26,25.5
2016-06-27,24.0
2016-06-28,22.5
2016-06-29,23.0
2016-06-30,22.5
2016-07-01,21.0
2016-07-02,19.74999998611111
2016-07-03,18.7499999765625
2016-07-04,18.107142834183673
2016-07-05,18.0
2016-07-06,18.5
2016-07-07,16.0
2016-07-08,15.0
2016-07-09,14.5
2016-07-10,14.25
2016-07-11,14.0
2016-07-12,2.0
2016-07-13,2.2
2016-07-14,2.0
2016-07-15,1.8
2016-07-16,1.8
2016-07-17,10.15
2016-07-18,18.5
2016-07-19,18.0
2016-07-20,25.0
2016-07-21,20.1
2016-07-22,19.796555812253374
2016-07-23,20.0
2016-07-24,20.5
2016-07-25,21.0
2016-07-26,20.2
2016-07-27,21.0
2016-07-28,23.0
2016-07-29,23.5
2016-07-30,23.0
2016-07-31,22.77163605643621
2016-08-01,22.902337192133334
2016-08-02,23.35412539696584
2016-08-03,24.07636331636344
2016-08-04,25.0
2016-08-05,26.028364097163973
2016-08-06,27.02181917737455
2016-08-07,27.77091053091041
2016-08-08,27.94649491710723
2016-08-09,27.0
2016-08-10,25.0
2016-08-11,38.0
2016-08-12,37.5
2016-08-13,38.0
2016-08-14,37.94202896433523
2016-08-15,37.3030302798898
2016-08-16,36.0
2016-08-17,34.0
2016-08-18,35.0
2016-08-19,36.0
2016-08-20,28.0
2016-08-21,20.0
2016-08-22,20.5
2016-08-23,21.0
2016-08-24,22.277777755555555
2016-08-25,24.0
2016-08-26,26.0
2016-08-27,32.5
2016-08-28,3.0
2016-08-29,28.0
2016-08-30,26.66940343945318
2016-08-31,21.436742032934678
2016-09-01,19.5
2016-09-02,20.5
2016-09-03,24.0
2016-09-04,3.5
2016-09-05,24.0
2016-09-06,26.0
2016-09-07,21.0
2016-09-08,20.5
2016-09-09,20.0
2016-09-10,18.0
2016-09-11,18.5
2016-09-12,19.0
2016-09-13,18.5
2016-09-14,19.0
2016-09-15,19.2
2016-09-16,18.5
2016-09-17,20.0
2016-09-18,23.0
2016-09-19,20.75
2016-09-20,18.5
