<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:118bbd276009fc35d35563d86d4e2c374a7b16b257bdf1b2ce58ad0eb7fe9916
size 20083
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,1660.0,491.24911127672425,1800.0,Normal
2016-02-08,2016-03-22,1653.6111098765487,476.13801277730937,1800.0,Normal
2016-02-15,2016-03-29,1650.0,471.8362810563545,1800.0,Normal
2016-02-22,2016-04-05,1605.0,464.4931773356591,1800.0,Normal
2016-02-29,2016-04-12,1368.8829787163422,461.1066354883294,1800.0,Normal
2016-03-07,2016-04-19,1300.0,456.4437056990915,1800.0,Normal
2016-03-14,2016-04-26,1275.0,399.35525389989266,1800.0,Normal
2016-03-21,2016-05-03,1255.0,408.3119044437739,1800.0,Normal
2016-03-28,2016-05-10,1250.0,370.57378165757814,1550.0,Normal
2016-04-04,2016-05-17,1250.0,377.61237879775126,1517.4999976562494,Normal
2016-04-11,2016-05-24,1329.5380440099261,413.4864201586389,1500.0,Normal
2016-04-18,2016-05-31,1325.8928558673424,416.94352604148605,1500.0,Normal
2016-04-25,2016-06-07,1375.0,437.3037523391912,1600.0,Normal
2016-05-02,2016-06-14,1332.2058827889273,451.45666120560907,1600.0,Normal
2016-05-09,2016-06-21,1300.0,445.583595475576,1600.0,Normal
2016-05-16,2016-06-28,1295.0,429.36538981444494,1600.0,Normal
2016-05-23,2016-07-05,1240.0,414.19907400587283,1600.0,Normal
2016-05-30,2016-07-12,1122.5,418.176311728887,1600.0,Normal
2016-06-06,2016-07-19,1107.5,424.43161651265314,1600.0,Normal
2016-06-13,2016-07-26,1105.0,429.72047084634056,1500.0,Normal
2016-06-20,2016-08-02,1105.0,428.278806585018,1500.0,Normal
2016-06-27,2016-08-09,1100.0,434.4642827418303,1500.0,Normal
2016-07-04,2016-08-16,1100.0,431.5151062183547,1500.0,Normal
2016-07-11,2016-08-23,1100.0,424.87025954627074,1800.0,Normal
2016-07-18,2016-08-30,1205.0,421.8665309395316,1800.0,Normal
2016-07-25,2016-09-06,1207.5,400.0382207347952,1800.0,Normal
2016-08-01,2016-09-13,1278.75,437.83830108084777,1800.0,Normal
2016-08-08,2016-09-20,1290.0,515.6787766335383,1600.0,Normal
2016-08-15,2016-09-27,1300.0,510.95799130473057,1600.0,Normal
2016-08-22,2016-10-04,1315.0,500.13812788955397,1600.0,Normal
2016-08-29,2016-10-11,1320.0,496.5416665781248,1400.0,Normal
2016-09-05,2016-10-18,1320.0,488.61901594879396,1400.0,Normal
2016-09-12,2016-10-25,1270.0,412.25403967830977,1400.0,Normal
2016-09-19,2016-11-01,1170.0,413.8898258310825,1400.0,Normal
2016-09-26,2016-11-08,1150.0,419.40353070114804,1400.0,Normal
2016-10-03,2016-11-15,1100.0,390.9107239636687,1400.0,Normal
