<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d1badebde7b98455f6284a0e44e950f8e5c6f2962a6e9f297453088cbbd0f1ad
size 18342
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,9500.0,9500.0,0.9998947479212714
2016-01-08,2016-02-20,9500.0,9500.0,0.9998947479212714
2016-01-15,2016-02-27,9500.0,9500.0,0.9998947479212714
2016-01-22,2016-03-05,9500.0,9500.0,0.9998947479212714
2016-01-29,2016-03-12,9500.0,9500.0,0.9998947479212714
2016-02-01,2016-03-15,9500.0,9500.0,0.9998947479212714
2016-02-08,2016-03-22,9500.0,9500.0,0.9998947479212714
2016-02-15,2016-03-29,9500.0,9500.0,0.9998947479212714
2016-02-22,2016-04-05,9500.0,9500.0,0.9998947479212714
2016-02-29,2016-04-12,9500.0,9500.0,0.9998947479212714
2016-03-07,2016-04-19,9500.0,9500.0,0.9998947479212714
2016-03-14,2016-04-26,9500.0,9500.0,0.9998947479212714
2016-03-21,2016-05-03,9500.0,9500.0,0.9998947479212714
2016-03-28,2016-05-10,9500.0,9500.0,0.9998947479212714
2016-04-04,2016-05-17,9500.0,9500.0,0.9998947479212714
2016-04-11,2016-05-24,9500.0,9500.0,0.9998947479212714
2016-04-18,2016-05-31,9500.0,9500.0,0.9998947479212714
2016-04-25,2016-06-07,9500.0,9500.0,0.9998947479212714
2016-05-02,2016-06-14,9500.0,9500.0,0.9998947479212714
2016-05-09,2016-06-21,9500.0,9500.0,0.9998947479212714
2016-05-16,2016-06-28,9500.0,9500.0,0.9998947479212714
2016-05-23,2016-07-05,9500.0,9500.0,0.9998947479212714
2016-05-30,2016-07-12,9500.0,9500.0,0.9998947479212714
2016-06-06,2016-07-19,9500.0,9500.0,0.9998947479212714
2016-06-13,2016-07-26,9500.0,9500.0,0.9998947479212714
2016-06-20,2016-08-02,9500.0,9500.0,0.9998947479212714
2016-06-27,2016-08-09,9500.0,9500.0,0.9998947479212714
2016-07-04,2016-08-16,9500.0,9500.0,0.9998947479212714
2016-07-11,2016-08-23,9500.0,9500.0,0.9998947479212714
2016-07-18,2016-08-30,9500.0,9500.0,0.9998947479212714
2016-07-25,2016-09-06,9500.0,9500.0,0.9998947479212714
2016-08-01,2016-09-13,9500.0,9500.0,0.9998947479212714
2016-08-08,2016-09-20,9500.0,9500.0,0.9998947479212714
2016-08-15,2016-09-27,9500.0,9500.0,0.9998947479212714
2016-08-22,2016-10-04,9500.0,9500.0,0.9998947479212714
2016-08-29,2016-10-11,9500.0,9500.0,0.9998947479212714
2016-09-05,2016-10-18,9500.0,9500.0,0.9998947479212714
2016-09-12,2016-10-25,9500.0,9500.0,0.9998947479212714
2016-09-19,2016-11-01,9500.0,9500.0,0.9998947479212714
2016-09-26,2016-11-08,9500.0,9500.0,0.9998947479212714
2016-10-03,2016-11-15,9500.0,9500.0,0.9998947479212714
2016-10-10,2016-11-22,9500.0,9500.0,0.9998947479212714
2016-10-17,2016-11-29,9500.0,9500.0,0.9998947479212714
2016-10-24,2016-12-06,9500.0,9500.0,0.9998947479212714
2016-10-31,2016-12-13,9500.0,9500.0,0.9998947479212714
2016-11-07,2016-12-20,9500.0,9500.0,0.9998947479212714
2016-11-14,2016-12-27,9550.0,9500.0,1.0051573518576993
2016-11-21,2017-01-03,9550.0,9500.0,1.0051573518576993
2016-11-28,2017-01-10,9550.0,9500.0,1.0051573518576993
2016-12-05,2017-01-17,9600.0,9500.0,1.010419955794127
2016-12-12,2017-01-24,9700.0,9500.0,1.0209451636669824
2016-12-19,2017-01-31,9800.0,9500.0,1.031470371539838
2016-12-26,2017-02-07,9850.0,9500.0,1.0367329754762658
2017-01-01,2017-02-13,9900.0,9500.0,1.0419955794126934
2017-01-08,2017-02-20,9950.0,9525.0,1.0445097627545665
2017-01-15,2017-02-27,9950.0,9600.0,1.0363503801687324
2017-01-22,2017-03-06,9950.0,9700.0,1.0256674569631996
2017-01-29,2017-03-13,9950.0,9500.0,1.0472581833491212
2017-02-05,2017-03-20,9950.0,9500.0,1.0472581833491212
2017-02-12,2017-03-27,9950.0,9500.0,1.0472581833491212
2017-02-19,2017-04-03,9950.0,9400.0,1.0583980427614084
2017-02-26,2017-04-10,9800.0,9400.0,1.0424422933730455
2017-03-05,2017-04-17,9787.878787870524,9400.0,1.041152939886238
2017-03-12,2017-04-24,9500.0,9400.0,1.0105307945963196
2017-03-19,2017-05-01,9500.0,9400.0,1.0105307945963196
2017-03-26,2017-05-08,9550.0,9400.0,1.0158493777257738
2017-04-02,2017-05-15,9600.0,9400.0,1.0211679608552282
2017-04-09,2017-05-22,9600.0,9400.0,1.0211679608552282
2017-04-16,2017-05-29,9666.666666641666,9400.0,1.0282594050251745
2017-04-23,2017-06-05,9666.666666641666,9450.0,1.0228194547287763
2017-04-30,2017-06-12,9666.666666641666,9450.0,1.0228194547287763
2017-05-07,2017-06-19,9700.0,9550.0,1.015600460684745
2017-05-14,2017-06-26,9700.0,9550.0,1.015600460684745
2017-05-21,2017-07-03,9700.0,9584.926470263841,1.0119001048140754
2017-05-28,2017-07-10,9700.0,9544.836958754726,1.0161497668472002
2017-06-04,2017-07-17,9700.0,9544.836958754726,1.0161497668472002
2017-06-11,2017-07-24,9700.0,9500.0,1.0209451636669824
2017-06-18,2017-07-31,9616.666666641666,9450.0,1.017529009273269
2017-06-25,2017-08-07,9600.0,9400.0,1.0211679608552282
2017-07-02,2017-08-14,9600.0,9400.0,1.0211679608552282
2017-07-09,2017-08-21,9600.0,9400.0,1.0211679608552282
2017-07-16,2017-08-28,9600.0,9400.0,1.0211679608552282
2017-07-23,2017-09-04,9600.0,9400.0,1.0211679608552282
2017-07-30,2017-09-11,9600.0,9400.0,1.0211679608552282
2017-08-06,2017-09-18,9600.0,9400.0,1.0211679608552282
2017-08-13,2017-09-25,9600.0,9500.0,1.010419955794127
2017-08-20,2017-10-02,9650.0,9500.0,1.0156825597305548
2017-08-27,2017-10-09,9650.0,9500.0,1.0156825597305548
2017-09-03,2017-10-16,9700.0,9500.0,1.0209451636669824
2017-09-10,2017-10-23,9700.0,9500.0,1.0209451636669824
2017-09-17,2017-10-30,9700.0,9550.0,1.015600460684745
2017-09-24,2017-11-06,9700.0,9575.0,1.0129490392648288
2017-10-01,2017-11-13,9700.0,9600.0,1.010311425893136
2017-10-08,2017-11-20,9700.0,9600.0,1.010311425893136
2017-10-15,2017-11-27,9750.0,9650.0,1.0102580043518807
2017-10-22,2017-12-04,9750.0,9650.0,1.0102580043518807
2017-10-29,2017-12-11,9750.0,9650.0,1.0102580043518807
2017-11-05,2017-12-18,9750.0,9650.0,1.0102580043518807
2017-11-12,2017-12-25,9750.0,9650.0,1.0102580043518807
2017-11-19,2018-01-01,9750.0,9650.0,1.0102580043518807
2017-11-26,2018-01-08,9720.0,9650.0,1.0071495181846442
2017-12-03,2018-01-15,9720.0,9650.0,1.0071495181846442
2017-12-10,2018-01-22,9720.0,9650.0,1.0071495181846442
2017-12-17,2018-01-29,9720.0,9700.0,1.0019585609730957
2017-12-24,2018-02-05,9720.0,9650.0,1.0071495181846442
2017-12-31,2018-02-12,9720.0,9600.0,1.0123945422351839
2018-01-07,2018-02-19,9720.0,9500.0,1.0230502052415535
2018-01-14,2018-02-26,9720.0,9500.0,1.0230502052415535
2018-01-21,2018-03-05,9720.0,9500.0,1.0230502052415535
2018-01-28,2018-03-12,9700.0,9450.0,1.0263464183684265
