<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:afb7e8e49a252b0996f53fef60df7f19438c55071857a89369a9a8fbc43447f5
size 19204
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,1.1308177597905011
2016-01-08,2016-02-20,,,Normal,1.1189144149506012
2016-01-15,2016-02-27,,,Normal,1.1189144149506012
2016-01-22,2016-03-05,,,Normal,1.0713010355910009
2016-01-29,2016-03-12,,,Normal,1.0713010355910009
2016-02-01,2016-03-15,Normal,,Normal,1.0713010355910009
2016-02-08,2016-03-22,Normal,,Normal,1.047494345911201
2016-02-15,2016-03-29,Normal,,Normal,1.047494345911201
2016-02-22,2016-04-05,Normal,,Normal,1.047494345911201
2016-02-29,2016-04-12,Normal,,Normal,1.035172332666745
2016-03-07,2016-04-19,Normal,,Normal,1.035172332666745
2016-03-14,2016-04-26,Normal,,Normal,1.023136844552959
2016-03-21,2016-05-03,Normal,,Normal,1.023136844552959
2016-03-28,2016-05-10,Normal,,Normal,1.035172332666745
2016-04-04,2016-05-17,Normal,,Normal,1.011645688742501
2016-04-11,2016-05-24,Normal,,Normal,1.011645688742501
2016-04-18,2016-05-31,Normal,,Normal,1.1024227663120112
2016-04-25,2016-06-07,Normal,,Normal,1.1024227663120112
2016-05-02,2016-06-14,Normal,,Normal,1.1024227663120112
2016-05-09,2016-06-21,Normal,,Normal,1.0896038969362902
2016-05-16,2016-06-28,Normal,,Normal,1.0896038969362902
2016-05-23,2016-07-05,Normal,,Normal,1.1011859324290851
2016-05-30,2016-07-12,Normal,,Normal,1.1536982438148955
2016-06-06,2016-07-19,Normal,,Normal,1.1536982438148955
2016-06-13,2016-07-26,Normal,,Normal,1.0842067220816771
2016-06-20,2016-08-02,Normal,,Normal,1.0974271430313376
2016-06-27,2016-08-09,Normal,,Normal,1.124859392575928
2016-07-04,2016-08-16,Normal,,Normal,1.2297828364768149
2016-07-11,2016-08-23,Normal,,Normal,1.2855306384802172
2016-07-18,2016-08-30,Normal,,Normal,1.2939273636229969
2016-07-25,2016-09-06,Normal,,Normal,1.2645199235406557
2016-08-01,2016-09-13,Normal,,Normal,1.2057050433759742
2016-08-08,2016-09-20,Normal,,Normal,1.1762976032936332
2016-08-15,2016-09-27,Normal,,Normal,1.102779003087781
2016-08-22,2016-10-04,Normal,,Normal,1.102779003087781
2016-08-29,2016-10-11,Normal,,Normal,1.102779003087781
2016-09-05,2016-10-18,Normal,,Normal,1.0636789107927953
2016-09-12,2016-10-25,Normal,,Normal,1.0561892691170258
2016-09-19,2016-11-01,Normal,,Normal,1.102779003087781
2016-09-26,2016-11-08,Normal,,Normal,1.102779003087781
2016-10-03,2016-11-15,Normal,,Normal,1.102779003087781
2016-10-10,2016-11-22,Normal,,Normal,1.0660197029848553
2016-10-17,2016-11-29,Normal,,Normal,1.0907438266929252
2016-10-24,2016-12-06,Normal,,Normal,1.1075219197046609
2016-10-31,2016-12-13,Normal,,Normal,1.0935791282612093
2016-11-07,2016-12-20,Normal,,Normal,1.0935791282612093
2016-11-14,2016-12-27,Normal,,Normal,1.128850185453959
2016-11-21,2017-01-03,Normal,,Normal,1.128850185453959
