<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:639ac9154b9af14eb7ff271b3cfad61031bfb25f97b4d53b40f7a6371cfff642
size 4346
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.02037471626923407,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.008085833043745501,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.01766802708405865,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-04-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2016-05-01,0.035672304064831996,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-06-01,0.0,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-07-01,0.0,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-08-01,0.0,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-09-01,0.0150615505346802,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-10-01,0.0,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-11-01,0.0,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2016-12-01,0.018986470835091737,2.0,2.0,0.0,4.0,0,0,0,0,4.0
2017-01-01,0.01905499604087592,3.0,2.0,0.0,5.0,0,0,0,0,5.0
2017-02-01,0.01913928129896953,4.0,3.0,0.0,7.0,0,0,0,0,7.0
2017-03-01,0.027653208480195025,4.0,3.0,1.0,8.0,0,0,0,0,8.0
2017-04-01,0.0,4.0,3.0,1.0,8.0,0,0,0,0,8.0
2017-05-01,0.0,3.0,2.0,1.0,6.0,0,0,0,0,6.0
2017-06-01,0.029400977825120318,3.0,3.0,2.0,8.0,0,0,0,0,8.0
2017-07-01,0.01716890426883011,3.0,3.0,2.0,8.0,0,0,0,0,8.0
2017-08-01,0.01781449745251541,3.0,3.0,3.0,9.0,0,0,0,0,9.0
2017-09-01,0.0,3.0,3.0,3.0,9.0,0,0,0,0,9.0
2017-10-01,0.0,3.0,3.0,3.0,9.0,0,0,0,0,9.0
2017-11-01,0.020443093309992902,4.0,4.0,4.0,12.0,0,0,0,0,12.0
2017-12-01,0.013036544081663595,4.0,4.0,4.0,12.0,0,0,0,0,12.0
2018-01-01,0.005980412849441486,3.0,4.0,4.0,11.0,2,4,4,10,21.0
2018-02-01,0.014505882628818254,2.0,3.0,4.0,9.0,4,7,6,17,26.0
2018-03-01,0.0,1.0,2.0,3.0,6.0,5,8,7,20,26.0
2018-04-01,0.04153276761799154,2.0,2.0,4.0,8.0,9,12,11,32,40.0
2018-05-01,0.01607173667050672,2.0,2.0,5.0,9.0,14,16,15,45,54.0
2018-06-01,0.0,2.0,1.0,4.0,7.0,12,13,12,37,44.0
2018-07-01,0.023294575781687768,2.0,2.0,4.0,8.0,11,11,11,33,41.0
2018-08-01,0.02989064856226525,2.0,3.0,4.0,9.0,8,8,8,24,33.0
2018-09-01,0.010204969118038951,2.0,3.0,4.0,9.0,4,4,4,12,21.0
2018-10-01,0.016375469292837192,3.0,3.0,4.0,10.0,0,0,0,0,10.0
2018-11-01,0.025164589937081414,3.0,3.0,4.0,10.0,0,0,0,0,10.0
2018-12-01,0.026623753232412745,4.0,4.0,5.0,13.0,3,3,1,7,20.0
2019-01-01,0.018187040484140504,4.0,4.0,5.0,13.0,3,3,1,7,20.0
2019-02-01,0.017638342073763937,5.0,4.0,5.0,14.0,3,3,1,7,21.0
2019-03-01,0.027139595964338497,6.0,5.0,6.0,17.0,3,3,1,7,24.0
2019-04-01,0.026345252454318863,6.0,6.0,5.0,17.0,2,2,0,4,21.0
2019-05-01,0.008630615587018874,6.0,6.0,4.0,16.0,0,0,0,0,16.0
2019-06-01,0.01748355254188091,7.0,7.0,4.0,18.0,0,0,0,0,18.0
2019-07-01,0.017153102583084782,7.0,7.0,4.0,18.0,0,0,0,0,18.0
2019-08-01,0.017525927192163997,8.0,6.0,3.0,17.0,0,0,0,0,17.0
2019-09-01,0.017914697599767198,8.0,7.0,3.0,18.0,0,0,0,0,18.0
2019-10-01,0.013473917313840615,7.0,7.0,3.0,17.0,0,0,0,0,17.0
2019-11-01,0.01270555380299838,6.0,6.0,2.0,14.0,0,0,0,0,14.0
2019-12-01,0.017229776529566327,5.0,5.0,1.0,11.0,0,0,0,0,11.0
2020-01-01,0.013036544081663591,5.0,5.0,1.0,11.0,0,0,0,0,11.0
2020-02-01,0.011370955186572232,4.0,5.0,1.0,10.0,0,0,0,0,10.0
2020-03-01,0.014310154257352863,3.0,4.0,1.0,8.0,0,0,0,0,8.0
2020-04-01,0.0,2.0,3.0,1.0,6.0,0,0,0,0,6.0
2020-05-01,0.007819860789450432,2.0,3.0,1.0,6.0,0,0,0,0,6.0
2020-06-01,0.023939938218281158,1.0,3.0,2.0,6.0,0,0,0,0,6.0
2020-07-01,0.03038231129073227,1.0,2.0,3.0,6.0,0,0,0,0,6.0
2020-08-01,0.028967786684980568,1.0,2.0,4.0,7.0,0,0,0,0,7.0
2020-09-01,0.03377475360140573,2.0,2.0,5.0,9.0,0,0,0,0,9.0
