<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:53fc137922a528dcf8c2af8a7775b6ca92e3a7d32ec63e449a407423880a8467
size 13296
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,1600,1710,1950,12000,10500,8500,5700,6800,3930,NR,12000,9000,7300,7400,9400,6400,3600,18000,1700,1000,800,1400
ALLAHABAD,1800,1750,1850,9000,10000,8500,7500,7000,3900,3500,15000,9500,7500,8700,10900,6800,3900,16500,1000,1100,800,2000
AMRITSAR,2600,1700,2100,11200,11500,11200,7500,7900,3900,4000,13200,9700,7000,8200,9600,NR,3400,18000,1600,1600,1200,2000
BATHINDA,2300,1700,2100,9000,11000,12000,6400,7000,3800,4300,14285,9890,7472,7912,10109,NR,4200,18000,1540,800,800,1400
CHANDIGARH,2650,1720,2000,9950,10800,10650,7300,7150,3820,4200,11860,9680,6650,8150,9440,NR,3650,20000,1650,1200,950,2050
DEHRADUN,2000,1730,1950,6200,12500,11600,10700,8900,3400,3600,12800,8666,6667,8000,8867,NR,3000,21000,1550,1500,1600,3000
DELHI,2350,1820,1980,11000,9950,9400,6400,6800,3950,NR,14652,12418,7692,NR,NR,NR,4000,17600,1540,1275,600,1625
DHARAMSHALA,2800,NR,2000,11800,13800,12800,8800,8800,4050,NR,11325,12800,7800,7800,8800,8800,3350,17800,NR,1800,1000,2800
GORAKHPUR,1800,1700,2100,11000,11000,9000,7000,6500,3600,3900,NR,10000,5300,7300,9800,6000,3700,16000,1900,1100,700,2200
GURGAON,2500,1550,1900,8200,11500,13500,6200,8500,3500,3900,11000,8667,7912,7467,9100,6333,3200,13000,1500,1300,1550,2800
HALDWANI,1950,1700,1930,6400,13000,11800,10400,9000,3400,3600,12667,8533,6500,7850,9533,NR,3200,21000,1550,1500,1600,3200
HARIDWAR,1980,1720,1950,6300,12700,11800,10700,8900,3500,3600,12800,9000,6867,7668,9334,NR,2900,19800,1550,1600,1600,3000
HISAR,3000,1600,1900,10600,10000,12000,7000,7500,3700,3600,10500,9333,7179,7900,7933,6593,4000,16500,1550,1800,800,2300
JAMMU,2600,1750,1900,10900,11000,10500,6600,7600,4080,3700,NR,11200,7200,8500,8400,7000,4300,22000,1600,1800,1100,NR
JHANSI,2150,1600,NR,8600,11000,NR,7300,7000,3800,4000,NR,7500,7300,7400,NR,NR,3700,NR,NR,1200,460,1240
KANPUR,2000,1700,2000,11400,11000,11100,7500,7400,4000,NR,14200,9800,6100,7800,9800,6500,4400,14000,1200,1600,1200,2500
KARNAL,2000,1700,2100,10000,12550,11000,9300,7700,3950,3500,14533,8533,7900,7867,7800,7333,4000,16000,1500,1600,1000,1800
LUCKNOW,2100,1700,1710,12700,8800,10000,7000,7000,3900,NR,13000,9000,6500,7800,8500,6600,4800,18500,NR,1600,800,2500
LUDHIANA,2500,1800,2100,9500,13000,12000,7500,9500,3900,4200,13000,9500,7000,8000,10000,6000,3700,18000,1700,1000,700,2500
MANDI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MEERUT,2360,1700,1875,9125,10250,10600,6870,7860,3900,NR,NR,8980,NR,NR,NR,NR,3250,NR,NR,1120,890,1065
PANCHKULA,2250,1600,1900,10200,11500,9500,7200,7000,3700,3400,12533,11000,6500,7333,9667,6813,3700,14000,1400,2500,1200,2300
RUDRAPUR,1900,1700,1920,6500,13000,11800,10200,9100,3400,3600,12733,8334,6534,7866,9400,NR,3200,20500,1550,1500,1600,3100
SHIMLA,2800,NR,2000,11062,11685,11080,7000,7700,4100,2800,15054,13186,7912,7912,NR,NR,3500,16000,1600,2200,900,1500
SOLAN,3000,NR,2000,11200,11600,NR,7600,8000,4000,NR,NR,13626,7692,7912,NR,6813,4200,16500,1640,2700,1700,1800
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2200,1780,2000,12000,11900,11500,8400,7900,3900,NR,13000,11000,7300,8200,10600,6600,4100,20000,NR,1600,1000,3000
AHMEDABAD,2500,2000,2400,10300,8900,10000,6700,6200,4000,NR,14400,9533,6467,7033,8533,6800,4400,20500,1600,1800,1600,2400
AMBIKAPUR,2200,1800,2350,11500,9000,9000,7500,7000,3900,3500,13186,9890,6593,7142,9340,6043,3000,16000,800,2000,1200,2500
BHOPAL,2000,1600,1800,9200,10000,10000,6500,6800,3800,3700,13000,8700,6000,6700,8500,6000,3800,20000,1000,1500,500,1300
BHUJ,2300,1900,2200,6700,13300,12500,10700,7600,3800,NR,14133,8333,5800,7600,8667,6467,4200,19000,1250,1800,1600,4800
BILASPUR,NR,2100,2200,11200,9400,8200,6800,7000,3700,3500,NR,11648,7472,7802,9560,7362,3700,NR,1600,1500,750,1400
DURG,2200,2400,2100,11500,10500,10000,7300,7200,3700,3800,13000,11000,6500,7000,8500,7000,4300,17500,600,1800,1300,1800
GWALIOR,2200,1550,1900,9000,11150,10600,5800,6700,3800,3600,12500,8300,6200,6500,8600,6000,3500,17800,1600,2000,800,2300
INDORE,2000,1650,1850,8300,11800,12500,7200,6900,3800,3600,11500,8700,6000,6700,8300,NR,3500,19000,1000,1700,600,1600
JABALPUR,2200,1600,1900,6800,10100,11100,7100,6200,3650,3900,11900,8400,6000,6900,8200,5700,3300,21200,1000,2200,1250,1700
JAGDALPUR,2000,2700,2500,10700,10500,10000,6800,6900,3850,3800,11500,10500,6800,7500,8000,6400,3300,18000,1400,1600,800,1200
JAIPUR,2500,1800,2100,10400,9000,8000,5000,6000,3840,3100,11852,9333,6400,7333,9258,NR,3600,12000,1450,800,500,800
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,2400,1650,2100,6400,9300,10500,5700,6200,3800,3100,12000,8500,5900,7200,9000,NR,3600,17200,1400,1500,1100,1800
