<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d408bb5365712d2158b1c7ecef7bbb916077aba06cd00548f7bc20cc9191da02
size 11519
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,2800,2100,2300,5500,8000,6000,7500,5800,3600,4000,10000,8300,7200,8200,8000,NR,3200,19000,1600,1100,4500,3100
BATHINDA,2800,2000,2200,6000,8000,6700,7500,6300,3750,4500,12637,9560,8791,9670,10439,8351,3300,19500,1600,800,4300,3300
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,2290,2260,2230,5120,7380,7120,8120,6180,3730,3980,12750,7150,7980,8230,9640,NR,3300,20000,1610,1650,3500,3400
DELHI,2600,2215,2380,5250,7950,6400,7350,5100,3730,NR,13773,10403,8059,9707,10549,7546,3700,18900,1720,1325,2950,3450
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GURGAON,3600,1700,1900,5200,6600,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,2000,4000,2500
