<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0f3db0244e8c31269dbe9eeedd14f90128d82e2b7f696dfa105423c96d265196
size 12807
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,1600,1900,2250,12500,9000,8200,6200,6700,3800,NR,12000,9100,7400,7700,9400,6500,2800,18000,1700,550,800,800
ALLAHABAD,1800,1750,1850,12000,10500,8500,7500,7000,3900,3500,15000,9500,7500,8700,10900,6800,3900,16500,1000,1250,800,1950
AMRITSAR,2600,1800,2200,12500,10500,9500,7300,7900,3900,4000,13200,9900,7500,8200,9600,NR,3800,18000,1600,1100,1000,2400
BATHINDA,2300,1900,2300,12000,11000,10000,6600,7200,3900,4300,NR,NR,NR,NR,NR,NR,4200,18000,1540,1000,NR,1200
CHANDIGARH,2450,2000,2300,12350,9650,9100,6900,7000,3870,4200,12550,10200,6900,8150,8950,NR,3350,20000,1650,1000,1200,2000
DEHRADUN,1980,1750,2000,6500,12500,11700,10700,8800,3600,3600,12833,9333,6667,8000,9000,NR,3000,21000,1550,1500,1600,2500
DELHI,2450,2140,2330,11700,8900,8400,6150,6350,3800,NR,14652,12088,8059,NR,NR,NR,3100,17000,1540,500,750,700
DHARAMSHALA,2800,NR,NR,13800,12800,11800,8800,8800,4200,NR,11325,12800,7800,7800,8800,8800,3800,17800,1650,1800,1300,1800
GORAKHPUR,1800,1830,2200,13000,9000,8000,7000,6000,3500,3900,NR,10000,5300,7300,9800,6000,3600,16000,1900,500,1100,1500
GURGAON,3200,2100,2200,12600,11500,8000,6600,7200,3900,3900,11000,8667,7200,7467,9100,6333,3400,13000,1500,1100,1200,900
HALDWANI,1970,1725,1950,6500,12800,11800,10500,9000,3600,3600,12800,8667,6600,7850,9333,NR,3200,21000,1550,1500,1600,2400
HARIDWAR,1980,1725,1980,6500,12400,11800,10500,9000,3650,3600,12800,9200,6800,7668,9334,NR,2900,19800,1550,1600,1600,2500
HISAR,3000,1800,2200,13500,11500,12000,7000,7500,3700,3600,7692,10219,7142,8681,8681,6593,4000,16500,1550,1800,1500,3000
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,2150,1690,NR,9500,10500,8000,7300,7000,3800,4000,NR,8000,7300,7400,NR,NR,3750,NR,NR,1100,600,900
KANPUR,2000,1900,2280,13800,11500,11600,7500,7500,4100,NR,14700,9500,6200,8000,9800,6500,4000,14000,1200,1200,1200,1800
KARNAL,2300,2000,2400,13900,14100,10900,9100,8600,3850,3500,15267,9867,7900,8533,9133,7333,4000,16000,1600,1600,1200,1400
LUCKNOW,2100,1900,2100,13000,7600,9000,7100,7000,3900,NR,11800,9400,6900,8200,8500,6900,4000,18500,NR,1100,1400,1600
LUDHIANA,2600,1800,2600,11000,11500,10000,7400,9500,3900,4200,15934,11538,7802,8351,9340,6593,3800,18000,1700,1500,1000,2500
MANDI,2773,NR,2600,13500,10500,10000,6800,7510,3800,NR,NR,13186,7527,7813,NR,NR,3150,16000,1600,1200,1400,1700
MEERUT,2275,1890,2120,13250,9590,9540,6850,7850,3780,NR,NR,9100,NR,NR,NR,NR,2670,NR,NR,605,935,905
PANCHKULA,2250,1800,2400,11500,11000,11000,7200,7200,3700,3800,12500,9850,6500,7500,9600,6800,3200,14000,1600,1200,1300,2200
RUDRAPUR,1930,1720,1925,6500,13000,11800,10500,9000,3500,3600,12733,8500,6534,7866,9400,NR,3200,20500,1550,1500,1600,2500
SHIMLA,2800,NR,2400,12352,9990,9400,6770,6272,4100,2800,15054,13186,8076,8076,NR,NR,3500,16000,1600,1600,1600,2200
SOLAN,3300,NR,2570,13600,11400,8700,6800,7400,4000,NR,NR,13626,8021,8461,NR,7472,3600,16500,1650,1700,1700,1700
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,2200,2050,2350,14000,11800,11200,8600,7500,4000,NR,13400,11200,7400,8400,10800,6700,4100,20000,NR,1000,1500,1800
AHMEDABAD,2500,2000,2500,12200,8800,8700,6100,6000,4000,NR,11400,9533,6667,7233,8333,6900,4400,20500,1600,1300,1100,1400
AMBIKAPUR,2100,2000,2500,12800,9000,7500,7000,6500,3900,3500,13186,9890,6593,7142,9340,6043,3000,16000,800,1500,1200,NR
BHOPAL,2000,1600,1800,12200,9700,9000,6000,6700,3800,3700,14000,8200,6300,6700,8800,6000,4000,20000,1000,1300,600,900
BHUJ,2200,2000,2200,6700,12200,12200,10700,7600,3690,NR,14133,8333,5800,7800,8667,6467,4200,19000,1250,1000,900,1800
BILASPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
