<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:92f5faf09c5a61403506010ad00be46ec9d5aa9c62772d8a1e13a87b735086dd
size 13092
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,2100,2050,2200,5400,8100,6300,6800,5300,3670,4800,11758,8303,6874,7815,9175,7125,3000,18000,1700,750,2800,3000
ALLAHABAD,2300,2000,2250,5500,8000,7000,8000,5500,3750,3500,14000,9500,7500,8500,9500,6500,4000,16000,1700,800,3000,2500
AMRITSAR,2800,2100,2300,5500,8000,6000,7500,5800,3600,4000,10000,8300,7200,8200,8200,NR,3200,19000,1600,1300,4500,4100
BATHINDA,2800,2000,2200,6000,8200,6100,7600,6300,3700,4500,12967,9560,8791,9010,10439,8241,3400,19500,1600,1000,4400,3800
CHANDIGARH,2550,2200,2450,5300,7300,5900,7700,5200,3600,4200,12000,9500,7500,8800,9400,NR,3300,20000,1400,1300,3800,3000
DEHRADUN,2250,2210,2240,5280,7340,7280,8310,6140,3620,3980,12750,7150,7980,8230,9640,NR,3300,20000,1610,1650,3510,3050
DELHI,2600,2230,2420,5200,7900,6600,7400,5100,3640,NR,13700,10403,8059,9524,10549,7546,3300,18900,1720,1450,2700,2925
DHARAMSHALA,2600,NR,2300,6300,9300,7300,7800,6300,3800,NR,11325,12300,8300,8800,9800,7300,3800,18800,1850,1800,4300,3800
GORAKHPUR,2300,1900,2000,5200,7500,5800,7500,5000,3400,4000,14285,10439,5824,8131,10769,6593,3200,16000,1700,1300,3200,3000
GURGAON,3600,1700,1900,5200,6600,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,4500,5000
HALDWANI,2250,2150,2320,5300,7700,6200,7000,5700,3450,4300,12800,8360,7680,8866,9400,NR,3600,21000,1700,2100,4100,4200
HARIDWAR,2500,2150,2400,6700,8200,7800,8700,6500,3800,4200,13334,9000,8667,9000,10000,NR,3700,17500,1600,1580,4500,4200
