<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6ff117ca934b0ee480c708824cc9ecb6bb937858fc92db5ca16c2cbe32157fd6
size 9275
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,18,18,20,87,135,135,70,74,39,48,122,90,74,75,95,65,35,200,18,20,15,40
ALLAHABAD,20,18,20,72,122,97,110,73,40,40,150,111,75,85,109,67,32,190,15,15,10,30
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BATHINDA,26,19,23,90,165,185,92,92,43,42,171,106,76,91,117,NR,46,210,18,18,18,40
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,23,21,23,70,140,135,120,95,40,40,135,95,75,87,100,NR,34,230,17,20,20,30
DELHI,29,20,22,96,151,161,96,92,40,38,155,125,79,88,105,NR,49,207,17,28,20,52
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,20,19,22,90,130,110,90,70,39,40,NR,115,60,80,120,62,38,180,20,15,12,65
GURGAON,28,18,21,83,135,142,93,NR,34,48,118,90,74,92,92,70,36,180,18,20,25,42
HALDWANI,22,21,23,70,140,130,115,95,40,40,135,90,78,87,110,NR,36,230,17,20,22,32
HARIDWAR,23,21,23,75,140,135,120,95,40,40,135,95,75,82,108,NR,33,210,17,20,20,32
HISAR,33,16,20,84,147,150,85,74,38,46,110,95,68,78,85,NR,36,180,17,20,10,50
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,25,20,22,80,150,145,95,85,38,50,NR,95,77,75,NR,NR,38,175,16,20,8,40
KANPUR,20,18,22,95,160,165,110,85,42,50,150,100,75,85,105,70,45,190,14,20,20,55
KARNAL,25,18,21,78,150,140,85,90,38,45,135,90,68,77,91,65,40,180,17,20,10,45
LUCKNOW,23,18,20,95,120,160,95,85,40,50,135,105,60,85,92,75,45,230,16,20,14,50
LUDHIANA,28,19,22,70,140,130,100,90,38,41,135,100,75,85,105,60,40,185,17,20,10,50
