<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:364f0e7fa939db09d04847efa961309aa554c7ced8fe8e9056f61cc9b146040b
size 15115
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,800.0,244.9388709690243,1200.0,Normal
2016-01-08,2016-02-20,800.0,242.8258602429444,1200.0,Normal
2016-01-15,2016-02-27,787.4023441482545,231.7901728443124,1200.0,Normal
2016-01-22,2016-03-05,787.4023441482545,215.56082857088012,1200.0,Normal
2016-01-29,2016-03-12,800.0,181.5073949076907,1200.0,Normal
2016-02-01,2016-03-15,837.5,187.09735587689622,1200.0,Normal
2016-02-08,2016-03-22,887.5,181.5816695289117,1200.0,Normal
2016-02-15,2016-03-29,900.0,216.70833078991117,1200.0,Normal
2016-02-22,2016-04-05,991.0714285653061,248.34557645238536,1200.0,Normal
2016-02-29,2016-04-12,1000.0,312.0252736911428,1200.0,Normal
2016-03-07,2016-04-19,1000.0,316.30628357654547,1200.0,Normal
2016-03-14,2016-04-26,1000.4629629504649,331.1339088245355,1200.0,Normal
2016-03-21,2016-05-03,1087.3595045394006,331.54170954688556,1200.0,Normal
2016-03-28,2016-05-10,1200.0,306.64685781780713,1200.0,Normal
2016-04-04,2016-05-17,1200.0,299.5135799454497,1200.0,Normal
2016-04-11,2016-05-24,1200.0,346.3120000000815,1200.0,Normal
2016-04-18,2016-05-31,1200.0,344.8362060887523,1200.0,Normal
2016-04-25,2016-06-07,1286.4454535813247,330.1050705825508,1200.0,Normal
2016-05-02,2016-06-14,1336.0,335.40064003686393,1200.0,Normal
2016-05-09,2016-06-21,1406.5,341.33334923812185,1200.0,Normal
2016-05-16,2016-06-28,1475.0,325.8844443950617,1200.0,Normal
2016-05-23,2016-07-05,1490.0,309.0408,1200.0,Normal
2016-05-30,2016-07-12,1630.0,336.5430857145209,1500.0,Normal
2016-06-06,2016-07-19,1670.0,342.35,1500.0,Normal
2016-06-13,2016-07-26,1704.5454551882465,334.181332336495,1500.0,Normal
2016-06-20,2016-08-02,1740.0,363.30909092672175,1500.0,Normal
2016-06-27,2016-08-09,1745.0,354.70712863142995,1500.0,Normal
