<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c30a678f1985fcf42141b9d0f8c2f670b13b897cf64d16ae5993059c03949f51
size 15063
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,3400.0,159.7191625876779,3500.0,Normal
2016-02-08,2016-03-22,3400.0,162.88757396449708,3500.0,Normal
2016-02-15,2016-03-29,3400.0,155.9289940828403,3500.0,Normal
2016-02-22,2016-04-05,3400.0,155.40828402366867,3500.0,Normal
2016-02-29,2016-04-12,3400.0,155.07692307692307,3500.0,Normal
2016-03-07,2016-04-19,3400.0,156.1788293082039,3584.6153819855354,Normal
2016-03-14,2016-04-26,3500.0,156.09467455621296,3800.0,Normal
2016-03-21,2016-05-03,3600.0,166.95702273520266,3900.0,Normal
2016-03-28,2016-05-10,3600.0,176.07100591804726,3900.0,Normal
2016-04-04,2016-05-17,3700.0,187.17966721501918,3900.0,Normal
2016-04-11,2016-05-24,3700.0,184.62716372764083,3900.0,Normal
2016-04-18,2016-05-31,3800.0,149.42886540759767,3900.0,Normal
2016-04-25,2016-06-07,3800.0,150.3844254911261,3900.0,Normal
2016-05-02,2016-06-14,3800.0,141.87939494778192,3900.0,Normal
2016-05-09,2016-06-21,3800.0,153.58579881656806,3900.0,Normal
2016-05-16,2016-06-28,3800.0,148.77843089691856,3900.0,Normal
2016-05-23,2016-07-05,3800.0,144.0,3900.0,Normal
2016-05-30,2016-07-12,3800.0,143.14792899408286,3900.0,Normal
2016-06-06,2016-07-19,3800.0,143.05426157649845,3900.0,Normal
2016-06-13,2016-07-26,3800.0,142.46863907976334,3900.0,Normal
2016-06-20,2016-08-02,3800.0,141.4674556230769,3900.0,Normal
2016-06-27,2016-08-09,3900.0,141.91715976331355,3900.0,Normal
2016-07-04,2016-08-16,4000.0,128.49625234177503,3900.0,Normal
2016-07-11,2016-08-23,4000.0,126.95100589807338,3900.0,Normal
2016-07-18,2016-08-30,4000.0,123.99668770085837,4000.0,Normal
2016-07-25,2016-09-06,4000.0,127.08875739644964,4100.0,Normal
2016-08-01,2016-09-13,4000.0,125.66024883034376,4100.0,Normal
2016-08-08,2016-09-20,4000.0,122.61538461538461,4100.0,Normal
2016-08-15,2016-09-27,4000.0,122.3733187539724,4100.0,Normal
2016-08-22,2016-10-04,4040.0,152.03657880580892,4100.0,Normal
2016-08-29,2016-10-11,4040.0,156.18934911242604,4100.0,Normal
2016-09-05,2016-10-18,4040.0,157.3905325443787,4100.0,Normal
2016-09-12,2016-10-25,4040.0,159.03465759828865,4100.0,Normal
2016-09-19,2016-11-01,4040.0,159.31360927960952,4100.0,Normal
2016-09-26,2016-11-08,4040.0,159.8169855282052,4100.0,Normal
2016-10-03,2016-11-15,4040.0,159.6953860621188,4100.0,Normal
2016-10-10,2016-11-22,4100.0,165.3370769777518,4100.0,Normal
