<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c3cc654f7970202752a7f9177326115f45236cd8113f5ab36d94d9a9368b7f7e
size 18086
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Anomaly,0.9998947479212714
2016-01-08,2016-02-20,,,Anomaly,0.9998947479212714
2016-01-15,2016-02-27,,,Anomaly,0.9998947479212714
2016-01-22,2016-03-05,,,Normal,0.9998947479212714
2016-01-29,2016-03-12,,,Anomaly,0.9998947479212714
2016-02-01,2016-03-15,Anomaly,,Anomaly,0.9998947479212714
2016-02-08,2016-03-22,Anomaly,,Normal,0.9998947479212714
2016-02-15,2016-03-29,Anomaly,,Normal,0.9998947479212714
2016-02-22,2016-04-05,Normal,,Normal,0.9998947479212714
2016-02-29,2016-04-12,Anomaly,,Normal,0.9998947479212714
2016-03-07,2016-04-19,Normal,,Normal,0.9998947479212714
2016-03-14,2016-04-26,Normal,,Normal,0.9998947479212714
2016-03-21,2016-05-03,Normal,,Normal,0.9998947479212714
2016-03-28,2016-05-10,Normal,,Normal,0.9998947479212714
2016-04-04,2016-05-17,Normal,,Normal,0.9998947479212714
2016-04-11,2016-05-24,Normal,,Normal,0.9998947479212714
2016-04-18,2016-05-31,Normal,,Normal,0.9998947479212714
2016-04-25,2016-06-07,Normal,,Normal,0.9998947479212714
2016-05-02,2016-06-14,Normal,,Normal,0.9998947479212714
2016-05-09,2016-06-21,Normal,,Normal,0.9998947479212714
2016-05-16,2016-06-28,Normal,,Normal,0.9998947479212714
2016-05-23,2016-07-05,Normal,,Normal,0.9998947479212714
2016-05-30,2016-07-12,Normal,,Normal,0.9998947479212714
2016-06-06,2016-07-19,Normal,,Normal,0.9998947479212714
2016-06-13,2016-07-26,Normal,,Normal,0.9998947479212714
2016-06-20,2016-08-02,Normal,,Normal,0.9998947479212714
2016-06-27,2016-08-09,Normal,,Normal,0.9998947479212714
2016-07-04,2016-08-16,Normal,,Anomaly,0.9998947479212714
2016-07-11,2016-08-23,Normal,,Anomaly,0.9998947479212714
2016-07-18,2016-08-30,Normal,,Anomaly,0.9998947479212714
2016-07-25,2016-09-06,Normal,,Anomaly,0.9998947479212714
2016-08-01,2016-09-13,Anomaly,,Anomaly,0.9998947479212714
2016-08-08,2016-09-20,Anomaly,,Anomaly,0.9998947479212714
2016-08-15,2016-09-27,Anomaly,,Anomaly,0.9998947479212714
2016-08-22,2016-10-04,Anomaly,,Anomaly,0.9998947479212714
2016-08-29,2016-10-11,Anomaly,,Anomaly,0.9998947479212714
