<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8afc13ae2da9310150a5f825ba5765d1ac17de3cd53c1240f8ba550725a4c9b6
size 1445
=======
DATE,VOLATILITY
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.0
2016-05-01,0.0
2016-06-01,0.02141556384762882
2016-07-01,0.0032090860880864686
2016-08-01,0.0
2016-09-01,0.0
2016-10-01,0.0
2016-11-01,0.0
2016-12-01,0.0
2017-01-01,0.0
2017-02-01,0.0
2017-03-01,0.0
2017-04-01,0.0
2017-05-01,0.0
2017-06-01,0.0
2017-07-01,0.009860999216044846
2017-08-01,0.0
2017-09-01,0.0
2017-10-01,0.0
2017-11-01,0.0
2017-12-01,0.0
2018-01-01,0.0
2018-02-01,0.0
2018-03-01,0.0
2018-04-01,0.003649051016023759
2018-05-01,0.0
2018-06-01,0.0
2018-07-01,0.0
2018-08-01,0.0
2018-09-01,0.0
2018-10-01,0.0
2018-11-01,0.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,0.0
2019-04-01,0.0
2019-05-01,0.0
2019-06-01,0.0
2019-07-01,0.0
2019-08-01,0.0
2019-09-01,0.0
2019-10-01,0.0
2019-11-01,0.018338278222410926
2019-12-01,0.0
2020-01-01,0.018750565226527908
2020-02-01,0.0
2020-03-01,0.0
2020-04-01,0.034989140472872465
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,0.0170489520416147
2020-10-01,0.023005699340821653
2020-11-01,0.005064942175567461
2020-12-01,0.014275844036796555
2021-01-01,0.010698199804218145
2021-02-01,0.09901911116293989
2021-03-01,0.17145163694200732
2021-04-01,0.038427621802465735
2021-05-01,0.027169041729605173
2021-06-01,0.039417352856234204
2021-07-01,0.01860517222239989
2021-08-01,0.05622646631692952
2021-09-01,0.03344550192259868
2021-10-01,0.0
2021-11-01,0.05558196252251472
2021-12-01,0.0
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
