<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:9a6e3262fd767dc1b75676f175ffbe60a0956fafbd2504f5e9e89d3c77ff7b64
size 37988
=======
DATE,ARRIVAL
2016-01-01,21.5
2016-01-02,20.0
2016-01-03,18.5
2016-01-04,17.0
2016-01-05,16.0
2016-01-06,18.0
2016-01-07,17.5
2016-01-08,20.0
2016-01-09,17.0
2016-01-10,16.5
2016-01-11,16.0
2016-01-12,15.0
2016-01-13,15.5
2016-01-14,17.0
2016-01-15,18.0
2016-01-16,17.5
2016-01-17,16.25
2016-01-18,15.0
2016-01-19,18.0
2016-01-20,16.0
2016-01-21,15.0
2016-01-22,17.5
2016-01-23,16.0
2016-01-24,15.5
2016-01-25,15.0
2016-01-26,14.0
2016-01-27,17.0
2016-01-28,18.0
2016-01-29,19.0
2016-01-30,20.0
2016-01-31,18.75
2016-02-01,17.5
2016-02-02,17.0
2016-02-03,15.0
2016-02-04,18.0
2016-02-05,16.0
2016-02-06,15.0
2016-02-07,14.222222208333333
2016-02-08,14.0
2016-02-09,16.0
2016-02-10,15.0
2016-02-11,16.0
2016-02-12,17.5
2016-02-13,18.0
2016-02-14,17.0
2016-02-15,16.0
2016-02-16,15.0
2016-02-17,18.0
2016-02-18,17.5
2016-02-19,16.0
2016-02-20,15.0
2016-02-21,17.5
2016-02-22,20.0
2016-02-23,18.0
2016-02-24,16.0
2016-02-25,17.5
2016-02-26,17.0
2016-02-27,18.0
2016-02-28,17.888888875000003
2016-02-29,17.5
2016-03-01,17.0
2016-03-02,19.0
2016-03-03,20.0
2016-03-04,23.0
2016-03-05,22.5
2016-03-06,21.562499976562503
2016-03-07,20.0
2016-03-08,17.5
2016-03-09,18.0
2016-03-10,20.0
2016-03-11,19.0
2016-03-12,16.0
2016-03-13,14.666666641666666
2016-03-14,15.0
2016-03-15,17.0
2016-03-16,18.0
2016-03-17,17.5
2016-03-18,16.5
2016-03-19,16.0
2016-03-20,15.5
2016-03-21,15.0
2016-03-22,17.0
2016-03-23,16.25
2016-03-24,15.5
2016-03-25,18.0
2016-03-26,17.5
2016-03-27,16.83333330833334
2016-03-28,16.0
2016-03-29,15.0
2016-03-30,14.0
2016-03-31,16.0
2016-04-01,15.0
2016-04-02,17.0
2016-04-03,16.77777776388889
2016-04-04,16.0
2016-04-05,15.0
2016-04-06,15.5
2016-04-07,17.0
2016-04-08,17.5
2016-04-09,15.0
2016-04-10,15.5
2016-04-11,16.0
2016-04-12,15.0
2016-04-13,17.0
2016-04-14,17.0
2016-04-15,17.5
2016-04-16,16.0
2016-04-17,16.5
2016-04-18,17.0
2016-04-19,15.0
2016-04-20,19.0
2016-04-21,17.5
2016-04-22,20.0
2016-04-23,22.0
2016-04-24,21.0
2016-04-25,20.0
2016-04-26,24.0
2016-04-27,25.0
2016-04-28,27.0
2016-04-29,27.5
2016-04-30,26.0
2016-05-01,23.0
2016-05-02,20.0
2016-05-03,18.0
2016-05-04,19.0
2016-05-05,20.0
2016-05-06,22.0
2016-05-07,23.0
2016-05-08,21.976190455782312
2016-05-09,20.0
2016-05-10,17.5
2016-05-11,20.0
2016-05-12,23.0
2016-05-13,25.0
2016-05-14,26.0
2016-05-15,25.999999975
2016-05-16,25.0
2016-05-17,23.0
2016-05-18,25.0
2016-05-19,27.0
2016-05-20,27.5
2016-05-21,26.0
2016-05-22,25.02380950340136
2016-05-23,25.0
2016-05-24,27.0
2016-05-25,26.0
2016-05-26,28.0
2016-05-27,27.5
2016-05-28,26.0
2016-05-29,25.02380950340136
2016-05-30,25.0
2016-05-31,27.0
2016-06-01,26.0
2016-06-02,24.0
2016-06-03,25.0
2016-06-04,27.0
2016-06-05,26.77777776388889
2016-06-06,26.0
2016-06-07,25.0
2016-06-08,27.0
2016-06-09,25.0
2016-06-10,26.0
2016-06-11,27.5
2016-06-12,26.899999991
2016-06-13,26.0
2016-06-14,25.0
2016-06-15,27.0
2016-06-16,24.0
2016-06-17,25.0
2016-06-18,26.0
2016-06-19,26.5
2016-06-20,27.0
2016-06-21,28.0
2016-06-22,27.5
2016-06-23,26.0
2016-06-24,28.0
2016-06-25,27.5
2016-06-26,26.25
2016-06-27,25.0
2016-06-28,26.0
2016-06-29,27.5
2016-06-30,25.0
2016-07-01,24.0
2016-07-02,22.0
2016-07-03,20.799999979
2016-07-04,21.0
2016-07-05,24.0
2016-07-06,25.0
2016-07-07,27.0
2016-07-08,26.0
2016-07-09,27.0
2016-07-10,26.0
2016-07-11,25.0
2016-07-12,27.0
2016-07-13,26.0
2016-07-14,27.5
2016-07-15,28.0
2016-07-16,27.0
2016-07-17,25.66666664166667
2016-07-18,24.0
2016-07-19,22.0
2016-07-20,21.0
2016-07-21,21.5
2016-07-22,22.5
2016-07-23,20.0
2016-07-24,18.4374999765625
2016-07-25,17.5
2016-07-26,17.0
2016-07-27,20.0
2016-07-28,18.0
2016-07-29,17.0
2016-07-30,16.0
2016-07-31,15.8749999765625
2016-08-01,17.0
2016-08-02,20.0
2016-08-03,21.5
2016-08-04,20.0
2016-08-05,22.0
2016-08-06,22.5
2016-08-07,22.499999975
2016-08-08,22.0
2016-08-09,21.0
2016-08-10,20.0
2016-08-11,33.0
2016-08-12,22.5
2016-08-13,20.0
2016-08-14,20.972219753077642
2016-08-15,24.027780246922358
2016-08-16,25.0
2016-08-17,22.5
2016-08-18,20.0
2016-08-19,18.0
2016-08-20,22.0
2016-08-21,22.25
2016-08-22,22.5
2016-08-23,25.0
2016-08-24,24.0
2016-08-25,22.5
2016-08-26,23.0
2016-08-27,24.0
2016-08-28,23.395833322395834
2016-08-29,22.5
2016-08-30,21.5
2016-08-31,20.0
2016-09-01,21.0
2016-09-02,22.0
2016-09-03,23.0
2016-09-04,23.562499976562503
2016-09-05,23.5
2016-09-06,22.5
2016-09-07,22.0
2016-09-08,23.0
2016-09-09,20.0
2016-09-10,24.0
2016-09-11,24.24999998125
2016-09-12,23.0
2016-09-13,21.0
2016-09-14,26.0
2016-09-15,25.0
2016-09-16,27.0
2016-09-17,20.0
2016-09-18,22.0
2016-09-19,24.0
2016-09-20,25.0
2016-09-21,27.0
2016-09-22,26.0
2016-09-23,24.0
2016-09-24,23.0
2016-09-25,22.0
2016-09-26,21.0
2016-09-27,20.0
2016-09-28,22.5
2016-09-29,24.0
2016-09-30,25.5
2016-10-01,26.0
2016-10-02,25.7222222
2016-10-03,25.0
2016-10-04,24.0
2016-10-05,21.0
2016-10-06,20.0
2016-10-07,21.5
2016-10-08,20.0
2016-10-09,21.5
2016-10-10,23.0
2016-10-11,22.0
2016-10-12,22.5
2016-10-13,25.0
2016-10-14,24.0
2016-10-15,20.0
2016-10-16,22.5
2016-10-17,25.0
2016-10-18,22.5
2016-10-19,24.0
2016-10-20,25.0
2016-10-21,23.0
2016-10-22,21.5
2016-10-23,20.333333319444446
