<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2dbdb36488409d39b666eb6883beca45b74f7506533117703e659631e0e37ec6
size 13192
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-01,2016-02-13,,,Anomaly,1.1242973141786383,UTTAR PRADESH,AGRA
2016-01-01,2016-02-13,,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-01-01,2016-02-13,,,Anomaly,0.9994447529150472,WEST BENGAL,MALDA
2016-01-01,2016-02-13,,,Anomaly,0.9994447529150472,UTTAR PRADESH,ALLAHABAD
2016-01-01,2016-02-13,,,Anomaly,0.999687597625742,WEST BENGAL,KHARAGPUR
2016-02-08,2016-03-22,Anomaly,,Anomaly,1.1169900058788949,WEST BENGAL,KOLKATA
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.9994447529150472,WEST BENGAL,MALDA
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.999375390381012,UTTAR PRADESH,AGRA
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.9994447529150472,UTTAR PRADESH,ALLAHABAD
2016-02-15,2016-03-29,Anomaly,,Anomaly,0.999687597625742,WEST BENGAL,KHARAGPUR
2016-03-28,2016-05-10,Anomaly,,Anomaly,1.1757789535567311,WEST BENGAL,KOLKATA
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.9994121105232217,UTTAR PRADESH,GORAKHPUR
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.9994447529150472,UTTAR PRADESH,ALLAHABAD
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.999375390381012,UTTAR PRADESH,AGRA
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.9994447529150472,WEST BENGAL,MALDA
2016-04-04,2016-05-17,Anomaly,,Anomaly,0.999687597625742,WEST BENGAL,KHARAGPUR
2016-05-23,2016-07-05,Anomaly,,Anomaly,0.9994447529150472,WEST BENGAL,MALDA
