<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b657c0b62fae4adcb7b7afe9dfcbc3577a1875d460f81e862d8a52c7267b121b
size 82304
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
,22/03/2014,5,Other,NR,NR,800,
,23/03/2014,6,Other,NR,NR,800,
,24/03/2014,8,Other,NR,NR,800,
,25/03/2014,6,Other,NR,NR,850,
,27/03/2014,8,Other,NR,NR,850,
,28/03/2014,6,Other,NR,NR,920,
,29/03/2014,5,Other,NR,NR,950,
,30/03/2014,8,Other,NR,NR,950,
,31/03/2014,10,Other,NR,NR,950,
Badayoun,01/03/2014,150,F.A.Q.,NR,NR,700,
,03/03/2014,120,F.A.Q.,NR,NR,715,
,05/03/2014,150,F.A.Q.,NR,NR,700,
,07/03/2014,200,F.A.Q.,NR,NR,750,
,10/03/2014,180,F.A.Q.,NR,NR,700,
,11/03/2014,160,F.A.Q.,NR,NR,720,
,12/03/2014,130,F.A.Q.,NR,NR,750,
,13/03/2014,150,F.A.Q.,NR,NR,750,
,14/03/2014,180,F.A.Q.,NR,NR,900,
,15/03/2014,160,F.A.Q.,NR,NR,720,
Bahraich,01/03/2014,95,Red,845,880,860,
,03/03/2014,100,Red,870,930,900,
,04/03/2014,80,Red,900,950,920,
,05/03/2014,75,Red,930,970,950,
,06/03/2014,85,Red,910,950,930,
,07/03/2014,100,Red,915,940,925,
,08/03/2014,90,Red,910,950,930,
,10/03/2014,85,Red,930,970,950,
,11/03/2014,84.5,Red,940,980,960,
,12/03/2014,83,Red,945,990,970,
,13/03/2014,80,Red,980,1020,1000,
,14/03/2014,83,Red,950,1050,1020,
,15/03/2014,140,Red,1000,1030,1015,
,18/03/2014,138,Red,1000,1040,1020,
,19/03/2014,129,Red,1015,1050,1030,
,20/03/2014,127,Red,1020,1060,1040,
,21/03/2014,125,Red,1030,1060,1045,
,22/03/2014,110,Red,1030,1070,1050,
,24/03/2014,100,Red,1040,1080,1060,
,25/03/2014,110,Red,1050,1080,1065,
,26/03/2014,105,Red,1050,1090,1070,
,27/03/2014,97,Red,1100,1140,1120,
,28/03/2014,96,Red,1120,1160,1140,
,29/03/2014,110,Red,1125,1175,1150,
,31/03/2014,107,Red,1170,1200,1185,
Ballia,01/03/2014,160,Red,NR,NR,700,
,03/03/2014,110,Red,NR,NR,725,
,04/03/2014,100,Red,NR,NR,800,
,05/03/2014,110,Red,NR,NR,900,
,06/03/2014,100,Red,NR,NR,950,
,07/03/2014,110,Red,NR,NR,900,
,08/03/2014,180,Red,NR,NR,900,
,10/03/2014,120,Red,NR,NR,900,
,11/03/2014,130,Red,NR,NR,900,
,12/03/2014,140,Red,NR,NR,900,
,13/03/2014,160,Red,NR,NR,900,
,14/03/2014,150,Red,NR,NR,910,
,15/03/2014,140,Red,NR,NR,910,
,18/03/2014,120,Red,NR,NR,925,
,19/03/2014,100,Red,NR,NR,975,
,20/03/2014,120,Red,NR,NR,1000,
,21/03/2014,110,Red,NR,NR,1000,
,22/03/2014,100,Red,NR,NR,1050,
,24/03/2014,110,Red,NR,NR,1050,
,25/03/2014,120,Red,NR,NR,1050,
,26/03/2014,140,Red,NR,NR,1050,
,27/03/2014,160,Red,NR,NR,1025,
,28/03/2014,150,Red,NR,NR,1025,
,29/03/2014,170,Red,NR,NR,1025,
,31/03/2014,190,Red,NR,NR,1025,
Balrampur,01/03/2014,45,Other,775,805,790,
,03/03/2014,48,Other,835,865,850,
,04/03/2014,50,Other,875,905,890,
,05/03/2014,48,Other,905,930,915,
,06/03/2014,52.5,Other,900,925,910,
,07/03/2014,48.5,Other,890,920,900,
,10/03/2014,50,Other,895,925,905,
,12/03/2014,48.5,Other,1030,1080,1050,
,13/03/2014,40,Other,1075,1110,1095,
,14/03/2014,43.5,Other,1080,1115,1100,
,15/03/2014,48,Other,1060,1095,1080,
,17/03/2014,48,Other,1060,1095,1080,
,18/03/2014,50,Other,1060,1095,1080,
,19/03/2014,45,Other,1060,1095,1080,
,20/03/2014,50,Other,1045,1080,1065,
,21/03/2014,40,Other,1045,1080,1060,
,22/03/2014,45,Other,1040,1080,1060,
,24/03/2014,52.5,Other,1035,1060,1050,
,25/03/2014,45,Other,1050,1075,1065,
,27/03/2014,48.5,Other,1115,1140,1125,
,28/03/2014,40,Other,1125,1155,1140,
Banthara,26/03/2014,250,Desi,850,900,895,
Barabanki,01/03/2014,43,Desi,700,900,790,
,02/03/2014,46,Desi,760,900,800,
,03/03/2014,42,Desi,770,940,840,
,04/03/2014,42,Desi,800,1000,920,
,05/03/2014,45,Desi,760,1000,860,
,06/03/2014,51,Desi,800,1000,900,
,07/03/2014,50,Desi,840,1160,960,
,08/03/2014,42,Desi,900,1250,1020,
,09/03/2014,44,Desi,840,1160,980,
,10/03/2014,41,Desi,1000,1350,1210,
,11/03/2014,43,Desi,870,1100,980,
,12/03/2014,39,Desi,900,1230,1050,
,13/03/2014,51,Other,1000,1100,1060,
,14/03/2014,45,Other,1000,1100,1080,
,15/03/2014,41,Other,1050,1150,1100,
,16/03/2014,48,Desi,1000,1250,1100,
,18/03/2014,40,Other,1100,1130,1110,
,19/03/2014,41,Other,1100,1150,1120,
,20/03/2014,51,Desi,1000,1220,1060,
,21/03/2014,48,Desi,985,1200,1060,
,22/03/2014,51,Desi,1000,1200,1065,
,23/03/2014,53,Desi,975,1200,1080,
,24/03/2014,54,Desi,985,1200,1065,
,25/03/2014,45,Desi,970,1200,1045,
,26/03/2014,45,Desi,1000,1200,1060,
Baraut,03/03/2014,55,Other,590,760,715,
,04/03/2014,60,Other,610,770,725,
,05/03/2014,47,Other,690,830,760,
,06/03/2014,45,Other,700,850,775,
,07/03/2014,50,Other,700,860,785,
,08/03/2014,45,Other,715,880,790,
,10/03/2014,52,Other,725,890,800,
,11/03/2014,35,Other,740,900,810,
,12/03/2014,64,Other,745,910,810,
,13/03/2014,52,Other,740,920,815,
,14/03/2014,65,Other,730,900,805,
,15/03/2014,58,Other,715,910,820,
,18/03/2014,15,Other,710,905,815,
,19/03/2014,35,Other,730,915,825,
,20/03/2014,46,Other,765,930,840,
,21/03/2014,50,Other,770,925,845,
,22/03/2014,45,Other,790,950,860,
,24/03/2014,60,Other,780,940,850,
,25/03/2014,54,Other,770,930,845,
,26/03/2014,60,Other,775,945,850,
,27/03/2014,40,Other,800,960,875,
,28/03/2014,65,Other,815,970,880,
,29/03/2014,38,Other,870,940,910,
,31/03/2014,28,Other,830,990,900,
Bareilly,01/03/2014,185,Desi,NR,NR,700,
,02/03/2014,175,Desi,NR,NR,710,
,03/03/2014,168.5,Desi,NR,NR,725,
,04/03/2014,125,Desi,NR,NR,800,
,05/03/2014,145,Desi,NR,NR,800,
,06/03/2014,168,Desi,NR,NR,805,
,07/03/2014,142,Desi,NR,NR,825,
,08/03/2014,86,Desi,NR,NR,830,
,09/03/2014,180,Desi,NR,NR,815,
,10/03/2014,165,Desi,NR,NR,825,
,11/03/2014,148.5,Desi,NR,NR,850,
,12/03/2014,125,Desi,NR,NR,850,
,13/03/2014,196,Desi,NR,NR,800,
,14/03/2014,121,Desi,NR,NR,825,
,15/03/2014,128.5,Desi,NR,NR,850,
,18/03/2014,116,Desi,NR,NR,900,
,19/03/2014,105,Desi,NR,NR,900,
,20/03/2014,145,Desi,NR,NR,910,
,21/03/2014,128,Desi,NR,NR,925,
,22/03/2014,119.6,Desi,NR,NR,950,
,23/03/2014,110,Desi,NR,NR,940,
,24/03/2014,126,Desi,NR,NR,935,
,25/03/2014,145,Desi,NR,NR,930,
,26/03/2014,150,Desi,NR,NR,925,
,27/03/2014,102,Desi,NR,NR,940,
,28/03/2014,115,Desi,NR,NR,950,
,29/03/2014,126,Desi,NR,NR,950,
,30/03/2014,215,Desi,NR,NR,950,
Basti,01/03/2014,48,Other,750,850,800,
,02/03/2014,70,Other,NR,NR,850,
,03/03/2014,65,Other,NR,NR,900,
,04/03/2014,60,Other,NR,NR,900,
,05/03/2014,75,Other,850,950,900,
,06/03/2014,68,Other,900,925,910,
,07/03/2014,74,Other,875,925,910,
,08/03/2014,60,Other,NR,NR,910,
,09/03/2014,80,Other,NR,NR,910,
,10/03/2014,70,Other,NR,NR,925,
,11/03/2014,77,Other,NR,NR,925,
,12/03/2014,84,Other,900,950,925,
,13/03/2014,65,Other,NR,NR,930,
,14/03/2014,75,Other,900,950,930,
,15/03/2014,70,Other,900,1000,950,
,16/03/2014,85,Other,NR,NR,950,
,18/03/2014,60,Other,NR,NR,950,
,19/03/2014,80,Other,NR,NR,960,
,20/03/2014,65,Other,NR,NR,960,
,21/03/2014,60,Other,NR,NR,970,
,22/03/2014,90,Other,NR,NR,940,
,23/03/2014,70,Other,NR,NR,940,
,24/03/2014,65,Other,NR,NR,940,
,25/03/2014,60,Other,NR,NR,950,
,26/03/2014,57.5,Other,NR,NR,1000,
,27/03/2014,60,Other,1000,1050,1025,
,28/03/2014,65,Other,1000,1050,1025,
,29/03/2014,70,Other,NR,NR,1030,
,30/03/2014,62,Other,NR,NR,1030,
Bharthna,01/03/2014,54,Desi,750,900,810,
,03/03/2014,90,Desi,850,1000,940,
,04/03/2014,100,Desi,850,1000,930,
,05/03/2014,110,Desi,830,1000,900,
,06/03/2014,80,Desi,830,950,900,
,07/03/2014,84,Desi,810,950,900,
,08/03/2014,70,Desi,850,1000,950,
,10/03/2014,70,Desi,850,1000,930,
,11/03/2014,65,Desi,900,1000,960,
,12/03/2014,80,Desi,900,1000,950,
,13/03/2014,70,Desi,900,1000,960,
,14/03/2014,100,Desi,900,1050,950,
,15/03/2014,107,Desi,900,1000,950,
,18/03/2014,50,Desi,900,1000,950,
,19/03/2014,50,Desi,850,1000,900,
,20/03/2014,80,Desi,900,1050,960,
,21/03/2014,70,Desi,900,1050,970,
,22/03/2014,67.5,Desi,900,1050,980,
,24/03/2014,70,Desi,900,1060,970,
,25/03/2014,80,Desi,800,1050,950,
,26/03/2014,75,Desi,900,1050,940,
,27/03/2014,60,Desi,900,1000,940,
,28/03/2014,50,Desi,975,1060,1010,
,29/03/2014,48,Desi,1000,1100,1050,
,31/03/2014,130,Desi,1000,1100,1040,
Bharwari,01/03/2014,41, ,NR,NR,NR,
,02/03/2014,25, ,NR,NR,NR,
,04/03/2014,38,Badshah,NR,NR,700,
,05/03/2014,45,Badshah,NR,NR,725,
,06/03/2014,27,Badshah,NR,NR,720,
,07/03/2014,26,Badshah,NR,NR,715,
,08/03/2014,32, ,NR,NR,NR,
,09/03/2014,24, ,NR,NR,NR,
,11/03/2014,35,Badshah,NR,NR,815,
,12/03/2014,48,Badshah,NR,NR,820,
,13/03/2014,27,Badshah,NR,NR,860,
,14/03/2014,25,Badshah,NR,NR,870,
,15/03/2014,30,Badshah,NR,NR,900,
,16/03/2014,23,Badshah,NR,NR,925,
,18/03/2014,26,Badshah,NR,NR,940,
,19/03/2014,32,Badshah,NR,NR,950,
,20/03/2014,23,Badshah,NR,NR,955,
,21/03/2014,35,Badshah,NR,NR,970,
,22/03/2014,43.5,Badshah,NR,NR,975,
,23/03/2014,30, ,NR,NR,NR,
,25/03/2014,27,Badshah,NR,NR,985,
,26/03/2014,32.5,Badshah,NR,NR,980,
,27/03/2014,25,Badshah,NR,NR,980,
,28/03/2014,34,Badshah,NR,NR,985,
,29/03/2014,38, ,NR,NR,NR,
,30/03/2014,22.5, ,NR,NR,NR,
Bindki,02/03/2014,134,F.A.Q.,NR,NR,680,
,03/03/2014,130,F.A.Q.,NR,NR,710,
,04/03/2014,129.5,F.A.Q.,NR,NR,715,
,05/03/2014,129,F.A.Q.,NR,NR,725,
,06/03/2014,128,F.A.Q.,NR,NR,730,
,07/03/2014,127,F.A.Q.,NR,NR,735,
,09/03/2014,127.5,F.A.Q.,NR,NR,740,
,10/03/2014,126,F.A.Q.,NR,NR,745,
,11/03/2014,124,F.A.Q.,NR,NR,750,
,12/03/2014,120, ,NR,NR,NR,
,13/03/2014,119,F.A.Q.,NR,NR,810,
,14/03/2014,115,F.A.Q.,NR,NR,820,
,16/03/2014,113,F.A.Q.,NR,NR,835,
,19/03/2014,110,F.A.Q.,NR,NR,850,
,20/03/2014,108,F.A.Q.,NR,NR,870,
,21/03/2014,107,F.A.Q.,NR,NR,875,
,23/03/2014,105,F.A.Q.,NR,NR,880,
,24/03/2014,100,F.A.Q.,NR,NR,885,
,25/03/2014,100,F.A.Q.,NR,NR,880,
,26/03/2014,99,F.A.Q.,NR,NR,875,
,27/03/2014,98,F.A.Q.,NR,NR,855,
,28/03/2014,97.5,F.A.Q.,NR,NR,845,
,30/03/2014,97.5,F.A.Q.,NR,NR,840,
,31/03/2014,97.2,F.A.Q.,NR,NR,835,
Buland Shahr,03/03/2014,100,Other,650,800,720,
,04/03/2014,78,Other,650,870,750,
,05/03/2014,85,Other,670,890,780,
,06/03/2014,88,Other,700,900,800,
,07/03/2014,100,Other,700,900,850,
,08/03/2014,95,Other,700,900,790,
,10/03/2014,90,Other,750,950,810,
,11/03/2014,95,Other,750,950,820,
,12/03/2014,80,Other,750,950,830,
,13/03/2014,90,Other,750,950,840,
,14/03/2014,100,Other,750,960,830,
,15/03/2014,110,Other,700,950,820,
,18/03/2014,90,Other,750,960,830,
,19/03/2014,88,Other,750,950,825,
,20/03/2014,100,Other,780,2000,1850,
,21/03/2014,110,Other,760,1000,850,
,22/03/2014,120,Other,780,970,870,
,24/03/2014,140,Other,780,970,860,
,25/03/2014,120,Other,780,970,870,
,26/03/2014,130,Other,750,980,860,
,27/03/2014,110,Other,750,980,840,
,28/03/2014,130,Other,750,980,860,
,29/03/2014,110,Other,750,980,850,
,31/03/2014,130,Other,750,1000,880,
Chandoli,01/03/2014,40,Other,NR,NR,710,
,02/03/2014,37.5,Other,NR,NR,715,
,03/03/2014,35,Other,NR,NR,715,
,05/03/2014,40,Other,NR,NR,820,
,06/03/2014,45,Other,NR,NR,830,
,07/03/2014,37.5,Other,NR,NR,825,
,08/03/2014,40,Other,NR,NR,840,
,09/03/2014,35,Other,NR,NR,850,
,10/03/2014,37.5,Other,NR,NR,860,
,12/03/2014,40,Other,NR,NR,900,
,13/03/2014,35,Other,NR,NR,900,
,14/03/2014,37.5,Other,NR,NR,950,
,15/03/2014,40,Other,NR,NR,975,
,16/03/2014,37.5,Other,NR,NR,970,
,19/03/2014,35,Other,NR,NR,970,
,20/03/2014,30,Other,NR,NR,1000,
,21/03/2014,35,Other,NR,NR,1025,
,22/03/2014,37.5,Other,NR,NR,1010,
,23/03/2014,35,Other,NR,NR,1000,
,24/03/2014,40,Other,NR,NR,1000,
,26/03/2014,35,Other,NR,NR,1010,
,27/03/2014,40,Other,NR,NR,1015,
,28/03/2014,37.5,Other,NR,NR,1040,
,29/03/2014,35,Other,NR,NR,1050,
,30/03/2014,30,Other,NR,NR,1050,
,31/03/2014,40,Other,NR,NR,1060,
Charra,28/03/2014,600,Other,880,950,915,
Chhibramau,01/03/2014,400,Desi,NR,NR,750,
,02/03/2014,390,Desi,NR,NR,750,
,03/03/2014,420,Desi,NR,NR,760,
,04/03/2014,450,Desi,NR,NR,760,
,05/03/2014,430,Desi,NR,NR,765,
,07/03/2014,370,Desi,NR,NR,800,
,08/03/2014,460,Desi,NR,NR,840,
,09/03/2014,380,Desi,NR,NR,840,
,10/03/2014,420,Desi,NR,NR,860,
,11/03/2014,520,Desi,NR,NR,860,
,12/03/2014,480,Desi,NR,NR,875,
,14/03/2014,546,Desi,NR,NR,895,
,15/03/2014,580,Desi,NR,NR,900,
,18/03/2014,285,Desi,NR,NR,915,
,19/03/2014,320,Desi,NR,NR,915,
,21/03/2014,360,Desi,NR,NR,925,
,22/03/2014,427,Desi,NR,NR,925,
,23/03/2014,410,Desi,NR,NR,950,
,24/03/2014,380,Desi,NR,NR,950,
,25/03/2014,450,Desi,NR,NR,950,
,26/03/2014,420,Desi,NR,NR,950,
,28/03/2014,440,Desi,NR,NR,960,
,29/03/2014,520,Desi,NR,NR,990,
,30/03/2014,490,Desi,NR,NR,990,
,31/03/2014,500,Desi,NR,NR,990,
Chhibramau(Kannuj),02/03/2014,390,Desi,NR,NR,750,
,11/03/2014,520,Desi,NR,NR,860,
Chitwadagaon,18/03/2014,45,Potato,NR,NR,915,
,26/03/2014,350,Potato,NR,NR,1040,
Chorichora,01/03/2014,15,Other,700,800,750,
,03/03/2014,12.5,Other,750,850,800,
,04/03/2014,20,Other,650,750,700,
,05/03/2014,18,Other,800,850,820,
,06/03/2014,25,Other,750,850,800,
,07/03/2014,20,Other,850,925,880,
,08/03/2014,18,Other,850,950,900,
,10/03/2014,20,Other,850,950,900,
,11/03/2014,15,Other,900,950,925,
,12/03/2014,25,Other,860,920,900,
,13/03/2014,20,Other,900,950,925,
,14/03/2014,20,Other,900,1020,980,
,15/03/2014,25,Other,925,1025,925,
,18/03/2014,22.5,Other,950,1050,1000,
,19/03/2014,20,Other,950,1080,1020,
,20/03/2014,25,Other,950,1050,1000,
,21/03/2014,20,Other,1000,1100,1020,
,22/03/2014,18,Other,1000,1100,1050,
,24/03/2014,25, ,NR,NR,NR,
,25/03/2014,20,Other,1050,1100,1080,
,26/03/2014,25,Other,1000,1100,1050,
,27/03/2014,25,Other,1025,1070,1050,
,28/03/2014,25,Other,1000,1100,1060,
Choubepur,07/03/2014,50,Desi,NR,NR,800,
,14/03/2014,45,Desi,NR,NR,850,
,21/03/2014,40,Desi,NR,NR,860,
,28/03/2014,35,Desi,NR,NR,900,
Dadri,02/03/2014,40,Potato,NR,NR,700,
,03/03/2014,36,Potato,NR,NR,720,
,04/03/2014,30,Potato,NR,NR,740,
