<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:06a40aa072f49aa0d53fd1dfd6905a27492a9b7ddad2cf35f126886a9931853b
size 22028
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,12.265637525703168,2.668823003418188,9.628675318165266,Normal
2017-01-08,2017-02-20,11.846163770344726,2.736024031503902,9.153364171084746,Normal
2017-01-15,2017-02-27,11.809307606726554,2.699016558758438,9.15351548021204,Normal
2017-01-22,2017-03-06,12.131105162605728,2.8090371846974485,9.3652924101522,Normal
2017-01-29,2017-03-13,12.073060225102058,2.5716275767465717,9.544657080599409,Normal
2017-02-05,2017-03-20,12.254248412639368,2.7875366251706155,9.509936219712678,Normal
2017-02-12,2017-03-27,12.769113469991753,2.935431984553704,9.845045121801682,Normal
2017-02-19,2017-04-03,13.33725450043658,3.20374784040534,10.133506660031243,Normal
2017-02-26,2017-04-10,13.112721221409224,3.0490197552439366,10.08642873889256,Normal
2017-03-05,2017-04-17,12.901237621077723,2.9252760828481637,10.555506992775014,Normal
2017-03-12,2017-04-24,13.88135125744136,3.161071537393618,12.652097901865922,Normal
2017-03-19,2017-05-01,14.438169439259541,3.5758442646663453,14.725961538229559,Normal
2017-03-26,2017-05-08,15.168459962293356,3.4765893331547066,16.237325174593195,Normal
2017-04-02,2017-05-15,15.461847528497078,3.092529346678896,17.376704544892046,Normal
2017-04-09,2017-05-22,17.466187806769288,3.170733261314741,19.694886363073863,Normal
2017-04-16,2017-05-29,19.46123650792884,3.312048196518823,21.79715909034659,Normal
2017-04-23,2017-06-05,19.38283933616648,3.020427885279567,21.155113635801136,Normal
2017-04-30,2017-06-12,19.127157517984664,2.7079278852795676,20.30284090852841,Normal
2017-05-07,2017-06-19,19.115122393848676,2.6347357366882833,20.103977272164773,Normal
2017-05-14,2017-06-26,18.07036709324162,2.669980437131733,19.331955922465877,Normal
2017-05-21,2017-07-03,16.460168712572866,2.482027193569652,17.286501377011334,Normal
2017-05-28,2017-07-10,14.835567684742896,2.816855494126893,16.314910467920424,Normal
2017-06-04,2017-07-17,13.688594634663547,2.9552948904979846,15.351132058483278,Normal
2017-06-11,2017-07-24,12.945894321538997,2.905776395555255,15.070276886779636,Normal
2017-06-18,2017-07-31,11.091632957587294,2.49015139544446,12.75095870475691,Normal
2017-06-25,2017-08-07,9.96362546833252,2.0613407028810533,11.12595870475691,Normal
2017-07-02,2017-08-14,9.339701361117664,2.0151714585595215,10.52127550956376,Normal
2017-07-09,2017-08-21,8.571367369930691,1.652749048502386,9.320707327319441,Normal
2017-07-16,2017-08-28,7.476302210750333,1.2762232985918351,7.524621468417927,Normal
2017-07-23,2017-09-04,6.827762122381785,1.137910482950559,6.199763514218708,Normal
2017-07-30,2017-09-11,7.120343146876882,1.1964005981502024,6.214709595217803,Normal
2017-08-06,2017-09-18,7.426758410431981,1.176821542964178,6.549936867945076,Normal
2017-08-13,2017-09-25,7.872781137704707,1.3103442702369053,6.919255049763257,Normal
2017-08-20,2017-10-02,8.400995353948867,1.4281847327301627,7.659174258059613,Normal
2017-08-27,2017-10-09,8.729404445096593,1.486139277946072,7.868265167150522,Normal
2017-09-03,2017-10-16,8.769240303998108,1.4071620052187994,7.987078298779309,Normal
2017-09-10,2017-10-23,8.657813536068815,1.47187160092587,7.776851026052037,Normal
2017-09-17,2017-10-30,8.481310175119523,1.561277330885669,7.522305571506582,Normal
2017-09-24,2017-11-06,8.289498334812338,1.5853745814875742,7.260941935142946,Normal
2017-10-01,2017-11-13,7.832077622480806,1.6775847705431943,6.177220124664884,Normal
2017-10-08,2017-11-20,7.790626651057454,1.8326721056029092,5.980681818181819,Normal
2017-10-15,2017-11-27,7.791194832875635,2.1161948328756357,5.6863636363636365,Normal
2017-10-22,2017-12-04,7.704589694096003,2.0653039803668767,5.696103895547309,Normal
2017-10-29,2017-12-11,7.641521512277822,1.9124630712759674,5.8824675319109465,Normal
2017-11-05,2017-12-18,7.612892064836931,1.9269207452957766,5.941653137722972,Normal
2017-11-12,2017-12-25,7.651447259833452,1.7268395766559343,6.2939258649957,Normal
2017-11-19,2018-01-01,7.855919082030457,1.497710637695164,6.765516774086609,Normal
2017-11-26,2018-01-08,8.379940546514165,1.4824339015810322,7.228016774086608,Normal
2017-12-03,2018-01-15,8.94444972595036,1.7012303030627764,7.542140151266572,Normal
2017-12-10,2018-01-22,9.32418457443521,2.024149099043591,7.462594696721117,Normal
2017-12-17,2018-01-29,9.794699381255837,2.594189234695698,7.371685605812027,Normal
2017-12-24,2018-02-05,10.258897786658281,2.8979500739248403,7.357954545454546,Anomaly
2017-12-31,2018-02-12,10.562638966764014,3.3225959627807296,7.255681818181818,Normal
2018-01-07,2018-02-19,10.260267189015378,3.2632880706889678,7.0625,Normal
2018-01-14,2018-02-26,10.234614162060128,3.254118068891005,7.107954545454546,Normal
2018-01-21,2018-03-05,10.571981363629545,3.3634425942466355,7.442370129313544,Normal
2018-01-28,2018-03-12,10.813587768930129,3.078046509776475,8.306006492949907,Normal
2018-02-04,2018-03-19,11.34195565153076,2.9864314783300774,9.415097402040816,Normal
2018-02-11,2018-03-26,11.9200475079475,3.0015294080566877,10.403733765677181,Normal
2018-02-18,2018-04-02,12.839887851120544,3.1358536132825736,11.698689905587365,Normal
2018-02-25,2018-04-09,13.031528964620117,3.072922258110478,12.846417178314637,Normal
2018-03-04,2018-04-16,13.006340763718846,2.963414257661302,13.273365230819273,Normal
2018-03-11,2018-04-23,13.460886218264301,3.359464597674924,12.875637958092,Normal
2018-03-18,2018-04-30,13.658030277874001,3.866416257819618,12.302297409648382,Normal
2018-03-25,2018-05-07,14.110681793025519,4.0499061301725225,12.2454792278302,Normal
2018-04-01,2018-05-14,14.217542411941084,4.029354661006571,11.706204906101835,Normal
2018-04-08,2018-05-21,15.209072294425589,4.491990461711038,11.138023087920017,Normal
2018-04-15,2018-05-28,16.559451082304374,5.056177356351956,11.058477633374563,Anomaly
2018-04-22,2018-06-04,16.801061743625528,4.9494692228343515,11.3534156494527,Anomaly
2018-04-29,2018-06-11,16.50939507695886,4.698739839670849,11.19432474036179,Anomaly
2018-05-06,2018-06-18,16.41566010825825,4.599237089764431,10.93016528880541,Anomaly
2018-05-13,2018-06-25,15.781810991643068,4.576637084577586,10.707109256366387,Anomaly
2018-05-20,2018-07-02,14.454024455588705,4.170740483449785,9.916266041051614,Anomaly
2018-05-27,2018-07-09,13.067012591391256,3.884804959084016,9.211720586506159,Normal
2018-06-03,2018-07-16,12.073369401130492,3.6961864386868966,8.649737115882568,Normal
2018-06-10,2018-07-23,11.615461606910348,3.415983753684038,8.798600752246204,Normal
2018-06-17,2018-07-30,10.368008586252005,2.962404958705602,8.474737115882569,Normal
2018-06-24,2018-08-06,9.31581419933405,2.597887204053619,7.702009843155295,Normal
2018-07-01,2018-08-13,9.04026464958834,2.4577361474584576,8.238636363636363,Normal
2018-07-08,2018-08-20,8.645216597739541,2.1541877492396124,8.415151514787878,Normal
2018-07-15,2018-08-27,7.796827736338607,1.5370820799474598,8.335606060242425,Normal
2018-07-22,2018-09-03,7.206086995421625,1.4095008843113588,7.780918559683119,Normal
