<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2400d0ce7d81700150eabff5163fafba6a5bca47842d5eba7abf08e248bc5fe4
size 126454
=======
DATE,ARRIVAL
2006-01-01,3.6
2006-01-02,3.6
2006-01-03,3.6
2006-01-04,3.6
2006-01-05,3.6
2006-01-06,3.6
2006-01-07,3.6
2006-01-08,3.6
2006-01-09,3.6
2006-01-10,3.6
2006-01-11,3.6
2006-01-12,3.6
2006-01-13,3.6
2006-01-14,3.6
2006-01-15,3.6
2006-01-16,3.6
2006-01-17,3.6
2006-01-18,3.6
2006-01-19,3.6
2006-01-20,3.6
2006-01-21,3.6
2006-01-22,3.6
2006-01-23,3.6
2006-01-24,3.6
2006-01-25,3.6
2006-01-26,3.6
2006-01-27,3.6
2006-01-28,3.6
2006-01-29,3.6
2006-01-30,3.6
2006-01-31,3.6
2006-02-01,3.6
2006-02-02,3.6
2006-02-03,3.6
2006-02-04,3.6
2006-02-05,3.6
2006-02-06,3.6
2006-02-07,3.6
2006-02-08,3.6
2006-02-09,3.6
2006-02-10,3.6
2006-02-11,3.6
2006-02-12,3.6
2006-02-13,3.6
2006-02-14,3.6
2006-02-15,3.6
2006-02-16,3.6
2006-02-17,3.6
2006-02-18,3.6
2006-02-19,3.6
2006-02-20,3.6
2006-02-21,3.6
2006-02-22,3.6
2006-02-23,3.6
2006-02-24,3.6
2006-02-25,3.6
2006-02-26,3.6
2006-02-27,3.6
2006-02-28,3.6
2006-03-01,3.6
2006-03-02,3.6
2006-03-03,3.6
2006-03-04,3.6
2006-03-05,3.6
2006-03-06,3.6
2006-03-07,3.6
2006-03-08,3.6
2006-03-09,3.6
2006-03-10,3.6
2006-03-11,3.6
2006-03-12,3.6
2006-03-13,3.6
2006-03-14,3.6
2006-03-15,3.6
2006-03-16,3.6
2006-03-17,3.6
2006-03-18,3.6
2006-03-19,3.6
2006-03-20,3.6
2006-03-21,3.6
2006-03-22,3.6
2006-03-23,3.6
2006-03-24,3.6
2006-03-25,3.6
2006-03-26,3.6
2006-03-27,3.6
2006-03-28,3.6
2006-03-29,3.6
2006-03-30,3.6
2006-03-31,3.6
2006-04-01,3.6
2006-04-02,3.6
2006-04-03,3.6
2006-04-04,3.6
2006-04-05,3.6
2006-04-06,3.6
2006-04-07,3.6
2006-04-08,3.6
2006-04-09,3.6
2006-04-10,3.6
2006-04-11,3.6
2006-04-12,3.6
2006-04-13,3.6
2006-04-14,3.6
2006-04-15,3.6
2006-04-16,3.6
2006-04-17,3.6
2006-04-18,3.6
2006-04-19,3.6
2006-04-20,3.6
2006-04-21,3.6
2006-04-22,3.6
2006-04-23,3.6
2006-04-24,3.6
2006-04-25,3.6
2006-04-26,3.6
2006-04-27,3.6
2006-04-28,3.6
2006-04-29,3.6
2006-04-30,3.6
2006-05-01,3.6
2006-05-02,3.6
2006-05-03,3.6
2006-05-04,3.6
2006-05-05,3.6
2006-05-06,3.6
2006-05-07,3.6
2006-05-08,3.6
2006-05-09,3.6
2006-05-10,3.6
2006-05-11,3.6
2006-05-12,3.6
2006-05-13,3.6
2006-05-14,3.6
2006-05-15,3.6
2006-05-16,3.6
2006-05-17,3.6
2006-05-18,3.6
2006-05-19,3.6
2006-05-20,3.6
2006-05-21,3.6
2006-05-22,3.6
2006-05-23,3.6
2006-05-24,3.6
2006-05-25,3.6
2006-05-26,3.6
2006-05-27,3.6
2006-05-28,3.6
2006-05-29,3.6
2006-05-30,3.6
2006-05-31,3.6
2006-06-01,3.6
2006-06-02,3.6
2006-06-03,3.6
2006-06-04,3.6
2006-06-05,3.6
2006-06-06,3.6
2006-06-07,3.6
2006-06-08,3.6
2006-06-09,3.6
2006-06-10,3.6
2006-06-11,3.6
2006-06-12,3.6
2006-06-13,3.6
2006-06-14,3.6
2006-06-15,3.6
2006-06-16,3.6
2006-06-17,3.6
2006-06-18,3.6
2006-06-19,3.6
2006-06-20,3.6
2006-06-21,3.6
2006-06-22,3.6
2006-06-23,3.6
2006-06-24,3.6
2006-06-25,3.6
2006-06-26,3.6
2006-06-27,3.6
2006-06-28,3.6
2006-06-29,3.6
2006-06-30,3.6
2006-07-01,3.6
2006-07-02,3.6
2006-07-03,3.6
2006-07-04,3.6
2006-07-05,3.6
2006-07-06,3.6
2006-07-07,3.6
2006-07-08,3.6
2006-07-09,3.6
2006-07-10,3.6
2006-07-11,3.6
2006-07-12,3.6
2006-07-13,3.6
2006-07-14,3.6
2006-07-15,3.6
2006-07-16,3.6
2006-07-17,3.6
2006-07-18,3.6
2006-07-19,3.6
2006-07-20,3.6
2006-07-21,3.6
2006-07-22,3.6
2006-07-23,3.6
2006-07-24,3.6
2006-07-25,3.6
2006-07-26,3.6
2006-07-27,3.6
2006-07-28,3.6
2006-07-29,3.6
2006-07-30,3.6
2006-07-31,3.6
2006-08-01,3.6
2006-08-02,3.6
2006-08-03,3.6
2006-08-04,3.6
2006-08-05,3.6
2006-08-06,3.6
2006-08-07,3.6
2006-08-08,3.6
2006-08-09,3.6
2006-08-10,3.6
2006-08-11,3.6
2006-08-12,3.6
2006-08-13,3.6
2006-08-14,3.6
2006-08-15,3.6
2006-08-16,3.6
2006-08-17,3.6
2006-08-18,3.6
2006-08-19,3.6
2006-08-20,3.6
2006-08-21,3.6
2006-08-22,3.6
2006-08-23,3.6
2006-08-24,3.6
2006-08-25,3.6
2006-08-26,3.6
2006-08-27,3.6
2006-08-28,3.6
2006-08-29,3.6
2006-08-30,3.6
2006-08-31,3.6
2006-09-01,3.6
2006-09-02,3.6
2006-09-03,3.6
2006-09-04,3.6
2006-09-05,3.6
2006-09-06,3.6
2006-09-07,3.6
2006-09-08,3.6
2006-09-09,3.6
2006-09-10,3.6
2006-09-11,3.6
2006-09-12,3.6
2006-09-13,3.6
2006-09-14,3.6
2006-09-15,3.6
2006-09-16,3.6
2006-09-17,3.6
2006-09-18,3.6
2006-09-19,3.6
2006-09-20,3.6
2006-09-21,3.6
2006-09-22,3.6
2006-09-23,3.6
2006-09-24,3.6
2006-09-25,3.6
2006-09-26,3.6
2006-09-27,3.6
2006-09-28,3.6
2006-09-29,3.6
2006-09-30,3.6
2006-10-01,3.6
2006-10-02,3.6
2006-10-03,3.6
2006-10-04,3.6
2006-10-05,3.6
2006-10-06,3.6
2006-10-07,3.6
2006-10-08,3.6
2006-10-09,3.6
2006-10-10,3.6
2006-10-11,3.6
2006-10-12,3.6
2006-10-13,3.6
2006-10-14,3.6
2006-10-15,3.6
2006-10-16,3.6
2006-10-17,3.6
2006-10-18,3.6
2006-10-19,3.6
2006-10-20,3.6
2006-10-21,3.6
2006-10-22,3.6
2006-10-23,3.6
2006-10-24,3.6
2006-10-25,3.6
2006-10-26,3.6
2006-10-27,3.6
2006-10-28,3.6
2006-10-29,3.6
2006-10-30,3.6
2006-10-31,3.6
2006-11-01,3.6
2006-11-02,3.6
2006-11-03,3.6
2006-11-04,3.6
2006-11-05,3.6
2006-11-06,3.6
2006-11-07,3.6
2006-11-08,3.6
2006-11-09,3.6
2006-11-10,3.6
2006-11-11,3.6
2006-11-12,3.6
2006-11-13,3.6
2006-11-14,3.6
2006-11-15,3.6
2006-11-16,3.6
2006-11-17,3.6
2006-11-18,3.6
2006-11-19,3.6
2006-11-20,3.6
2006-11-21,3.6
2006-11-22,3.6
2006-11-23,3.6
2006-11-24,3.6
2006-11-25,3.6
2006-11-26,3.6
2006-11-27,3.6
2006-11-28,3.6
2006-11-29,3.6
2006-11-30,3.6
2006-12-01,3.6
2006-12-02,3.6
2006-12-03,3.6
2006-12-04,3.6
2006-12-05,3.6
2006-12-06,3.6
2006-12-07,3.6
2006-12-08,3.6
2006-12-09,3.6
2006-12-10,3.6
2006-12-11,3.6
2006-12-12,3.6
2006-12-13,3.6
2006-12-14,3.6
2006-12-15,3.6
2006-12-16,3.6
2006-12-17,3.6
2006-12-18,3.6
2006-12-19,3.6
2006-12-20,3.6
2006-12-21,3.6
2006-12-22,3.6
2006-12-23,3.6
2006-12-24,3.6
2006-12-25,3.6
2006-12-26,3.6
2006-12-27,3.6
2006-12-28,3.6
2006-12-29,3.6
2006-12-30,3.6
2006-12-31,3.6
2007-01-01,3.6
2007-01-02,3.6
2007-01-03,3.6
2007-01-04,3.6
2007-01-05,3.6
2007-01-06,3.6
2007-01-07,3.6
2007-01-08,3.6
2007-01-09,3.6
2007-01-10,7.855298392402346
2007-01-11,12.655315279356186
2007-01-12,17.430392651882027
2007-01-13,22.156363672794768
2007-01-14,26.827733206340245
2007-01-15,31.44256444445894
2007-01-16,36.0
2007-01-17,40.5
2007-01-18,45.0
2007-01-19,63.0
2007-01-20,63.0
2007-01-21,63.0
2007-01-22,72.0
2007-01-23,58.5
2007-01-24,45.0
