<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:288227150cbc3226022f22342d711686b1d4342310ac4bdae78905696f166c01
size 3434
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.1519321188663396,Normal,Normal,Normal
2016-02-01,0.0828215453465924,Normal,Normal,Normal
2016-03-01,0.0548972644249061,Normal,Normal,Normal
2016-04-01,0.0809427213400379,Normal,Normal,Normal
2016-05-01,0.1036937291939242,Normal,Normal,Normal
2016-06-01,0.1750395189702997,Normal,Anomaly,Normal
2016-07-01,0.1172862303334081,Normal,Normal,Normal
2016-08-01,0.2797883787751979,Normal,Anomaly,Normal
2016-09-01,0.100168604037379,Normal,Normal,Normal
2016-10-01,0.0786480961172524,Normal,Normal,Normal
2016-11-01,0.0826118190314083,Normal,Normal,Normal
2016-12-01,0.172074057581371,Normal,Normal,Normal
2017-01-01,0.0398715887536926,Normal,Normal,Normal
2017-02-01,0.0784227099862779,Normal,Normal,Normal
2017-03-01,0.0920383288589324,Normal,Normal,Normal
2017-04-01,0.1159444066650087,Normal,Anomaly,Anomaly
2017-05-01,0.0667493529192575,Anomaly,Normal,Normal
2017-06-01,0.2507474013625849,Normal,Anomaly,Anomaly
2017-07-01,0.3067869959587229,Normal,Normal,Normal
2017-08-01,0.1473674739075139,Normal,Normal,Normal
2017-09-01,0.2560813697466718,Normal,Anomaly,Normal
2017-10-01,0.2764004919392979,Anomaly,Normal,Anomaly
2017-11-01,0.0820358665857353,Normal,Normal,Normal
2017-12-01,0.2202404282025069,Normal,Anomaly,Anomaly
2018-01-01,0.0914735821423117,Normal,Normal,Normal
2018-02-01,0.0678337042562366,Normal,Normal,Normal
2018-03-01,0.0587761157285217,Normal,Normal,Normal
2018-04-01,0.1211104845918015,Anomaly,Normal,Anomaly
2018-05-01,0.0758840861169786,Normal,Normal,Normal
2018-06-01,0.0904800616252855,Normal,Normal,Anomaly
2018-07-01,0.1576484524427154,Anomaly,Normal,Normal
2018-08-01,0.0908231707982547,Normal,Normal,Normal
2018-09-01,0.0494871659305393,Normal,Normal,Normal
2018-10-01,0.0888522364286286,Normal,Normal,Normal
2018-11-01,0.0591544079027497,Normal,Normal,Normal
2018-12-01,0.0934377452901019,Normal,Normal,Normal
2019-01-01,0.1531883372410141,Normal,Anomaly,Normal
2019-02-01,0.0950964609735913,Normal,Normal,Normal
2019-03-01,0.0888772198769235,Normal,Normal,Normal
2019-04-01,0.1013073136977847,Normal,Normal,Normal
2019-05-01,0.2355496966768132,Anomaly,Normal,Anomaly
2019-06-01,0.1750169649585183,Normal,Anomaly,Anomaly
2019-07-01,0.152347880008912,Normal,Normal,Normal
2019-08-01,0.2102613194241471,Anomaly,Normal,Normal
2019-09-01,0.076667018763855,Normal,Normal,Normal
2019-10-01,0.0557325957950078,Normal,Normal,Normal
2019-11-01,0.0778639433499348,Normal,Normal,Normal
2019-12-01,0.1669547850250612,Normal,Anomaly,Anomaly
2020-01-01,0.0809293931892177,Normal,Normal,Normal
2020-02-01,0.0911564890161194,Normal,Normal,Normal
2020-03-01,0.2112693216234487,Normal,Anomaly,Anomaly
2020-04-01,0.0780489213213013,Normal,Normal,Normal
2020-05-01,0.0399638119413816,Normal,Normal,Normal
2020-06-01,0.0851005106852471,Normal,Normal,Normal
2020-07-01,0.0484473845915741,Normal,Normal,Normal
2020-08-01,0.0530639101975553,Normal,Normal,Normal
2020-09-01,0.0860311723146576,Anomaly,Normal,Normal
2020-10-01,0.1026468997802326,Normal,Anomaly,Normal
2020-11-01,0.0593343535221424,Normal,Normal,Normal
2020-12-01,0.0962248720650561,Normal,Normal,Normal
2021-01-01,0.153764000768775,Normal,Normal,Normal
2021-02-01,0.1299368341883201,Normal,Normal,Normal
2021-03-01,0.0673025538133399,Normal,Normal,Normal
2021-04-01,0.1102320901090335,Normal,Normal,Normal
2021-05-01,0.0584813408487431,Normal,Normal,Normal
2021-06-01,0.0121521243223186,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
